"","Location","Date","Time","Winner","Loser","Behaviour","Initiator","Comments","Preening","X"
"823","CG","09.07.22",937,"PMneck_CG","NBP_H_CG","fa[fo]","W","","",""
"824","CG","09.07.22",944,"BPN_H_CG","GPN_H_CG","","","","",""
"825","CG","09.07.22",945,"PGP_H_CG","GPN_H_CG","ap[ha]ap[ha]","W","","",""
"826","CG","09.07.22",948,"PGM_H_CG","GPN_H_CG","","","","",""
"827","CG","09.07.22",948,"GVP_H_CG","PVG_H_CG","","","","",""
"828","CG","09.07.22",949,"PMneck_CG","GPN_H_CG","","","","",""
"829","CG","09.07.22",949,"GVP_H_CG","GPN_H_CG","","","","",""
"830","CG","09.07.22",951,"PGM_H_CG","PVP_H_CG","","","","",""
"831","CG","09.07.22",952,"PGM_H_CG","PMneck_CG","ap[rt]","W","","",""
"832","CG","09.07.22",954,"PGM_H_CG","PGP_H_CG","ap[rt]","W","","",""
"833","CG","09.07.22",956,"PBV_H_CG","PVP_H_CG","","","","",""
"834","CG","09.07.22",1000,"PBV_H_CG","PGP_H_CG","","","","",""
"835","CG","09.07.22",1000,"PBV_H_CG","PVP_H_CG","","","","",""
"836","CG","09.07.22",1003,"PVP_H_CG","PMneck_CG","ht.bg[ha]","W","","",""
"837","CG","09.07.22",1004,"PBV_H_CG","NPG_H_CG","ap[ha]","W","","",""
"838","CG","09.07.22",1007,"PBV_H_CG","NPG_H_CG","ap[ha]","W","","",""
"839","CG","09.07.22",1026,"NPG_H_CG","PGP_H_CG","","","","",""
"840","CG","09.07.22",1027,"PBV_H_CG","NPG_H_CG","ht.bt[ha]","W","","",""
"841","CG","09.07.22",1027,"PBV_H_CG","PBG_H_CG","","","","",""
"842","CG","09.07.22",1027,"PBV_H_CG","NPG_H_CG","rt[ha]","","","",""
"843","CG","09.07.22",1030,"PGM_H_CG","PGP_H_CG","ap[rt]ap[rt]ap[rt]","W","","",""
"844","CG","09.07.22",1030,"PGM_H_CG","BPN_H_CG","","","","",""
"845","BG","09.07.22",1316,"VON_V_BG","NVB_V_BG","","","","",""
"846","BG","09.07.22",1316,"NVB_V_BG","BVO_V_BG","","","","",""
"847","BG","09.07.22",1317,"OMG_V_BG","VON_V_BG","bg[rt]","","","",""
"848","BG","09.07.22",1317,"OMG_V_BG","VON_V_BG","ap.bg[rt]","W","","",""
"849","BG","09.07.22",1317,"VON_V_BG","NOM_V_BG","ap.dis[rt]","W","","",""
"850","BG","09.07.22",1317,"BVO_V_BG","NVB_V_BG","ap.dis[rt]","W","","",""
"851","BG","09.07.22",1319,"BOV_V_BG","VBV_V_BG","","","","",""
"852","BG","09.07.22",1320,"BOV_V_BG","VGN_V_BG","ap.dis[rt]","W","","",""
"853","BG","09.07.22",1321,"NVB_V_BG","GNV_V_BG","","","","",""
"854","BG","09.07.22",1321,"OMG_V_BG","GNV_V_BG","","","","",""
"855","BG","09.07.22",1322,"VNB_V_BG","VGN_V_BG","ap[voc.rt]","W","","",""
"856","BG","09.07.22",1325,"NVB_V_BG","BN_V_BG","","","","",""
"857","BG","09.07.22",1326,"VON_V_BG","BVO_V_BG","","","","",""
"858","BG","09.07.22",1327,"VON_V_BG","GBM_V_BG","","","","",""
"859","BG","09.07.22",1328,"NVB_V_BG","OM_V_BG","ap.bg[rt]","W","","",""
"860","BG","09.07.22",1328,"NVB_V_BG","OM_V_BG","ap[rt]","W","","",""
"861","BG","09.07.22",1329,"GBV_V_BG","OB_V_BG","ap.bg[rt]","W","","",""
"862","BG","09.07.22",1330,"GBV_V_BG","OB_V_BG","bg[ha]","","","",""
"863","BG","09.07.22",1331,"GNV_V_BG","OB_V_BG","","","","",""
"864","BG","09.07.22",1331,"OBMO_V_BG","GNV_V_BG","ap.bg[bg.ha]","W","","",""
"865","BG","09.07.22",1332,"VON_V_BG","OB_V_BG","ap.st[rt]","W","","",""
"866","BG","09.07.22",1332,"VON_V_BG","OB_V_BG","ap[ha]","W","","",""
"867","BG","09.07.22",1337,"VON_V_BG","GNV_V_BG","","","","",""
"868","BG","09.07.22",1338,"VON_V_BG","GBO_V_BG","ap.bi[voc.rt]","W","","",""
"869","BG","09.07.22",1339,"VON_V_BG","OM_V_BG","","","","",""
"870","BG","09.07.22",1341,"OBMO_V_BG","OB_V_BG","bg[rt]","","","",""
"871","BG","09.07.22",1341,"OBMO_V_BG","VON_V_BG","bg[rt]","","","",""
"872","BG","09.07.22",1341,"VON_V_BG","GNV_V_BG","ap.bg[voc.ha]","","redirect?","",""
"873","BG","09.07.22",1341,"OBMO_V_BG","OB_V_BG","","","","",""
"874","BG","09.07.22",1342,"OBMO_V_BG","GBV_V_BG","ap.dis[rt]","W","","",""
"875","BG","09.07.22",1342,"OBMO_V_BG","GBV_V_BG","ap.bg[rt]","W","","",""
"876","BG","09.07.22",1343,"VON_V_BG","GBV_V_BG","ap.bi[tt.bg.voc]bg[fo]","W","","",""
"877","BG","09.07.22",1345,"MB_V_BG","OB_V_BG","","","","",""
"878","BG","09.07.22",1345,"MB_V_BG","OB_V_BG","ap[ha]","W","","",""
"879","BG","09.07.22",1346,"MB_V_BG","OB_V_BG","","","","",""
"880","BG","09.07.22",1347,"MB_V_BG","OB_V_BG","ap.bg[ha]","W","","",""
"881","BG","09.07.22",1348,"MB_V_BG","OB_V_BG","bg[voc.ha]","","","",""
"882","BG","09.07.22",1348,"MB_V_BG","GNV_V_BG","ap.bg[rt]","W","","",""
"883","BG","09.07.22",1403,"X143","brokenWT","","","","",""
"884","BG","09.07.22",1404,"brokenWT","X48","","","","",""
"885","BG","09.07.22",1405,"brokenWT","BVO_V_BG","bg[ht]","","","",""
"886","BG","09.07.22",1406,"MB_V_BG","BOGV_V_BG","fo<1bdl","","","",""
"887","BG","09.07.22",1408,"BOGV_V_BG","VGV_V_BG","","","","",""
"888","BG","09.07.22",1411,"OGMV_V_BG","BOGV_V_BG","ap[ig]ap.bg[voc.ha]","W","","",""
"889","BG","09.07.22",1411,"BOGV_V_BG","brokenWT","","","","",""
"890","BG","09.07.22",1412,"MB_V_BG","BVO_V_BG","","","","",""
"891","BG","09.07.22",1412,"MB_V_BG","VGV_V_BG","","","","",""
"892","BG","09.07.22",1413,"GMB_V_BG","X48","","","","",""
"893","BG","09.07.22",1414,"OGMV_V_BG","VGV_V_BG","fo<1bdl","","","",""
"894","BG","09.07.22",1414,"BOGV_V_BG","brokenWT","","","","",""
"895","BG","09.07.22",1415,"VGV_V_BG","brokenWT","","","","",""
"896","BG","09.07.22",1417,"BOGV_V_BG","VGV_V_BG","","","","",""
"897","BG","09.07.22",1417,"BOGV_V_BG","VGV_V_BG","","",".","",""
"898","BG","09.07.22",1418,"GMB_V_BG","VGV_V_BG","tt[rt]","W","","",""
"899","BG","09.07.22",1419,"BOGV_V_BG","X48","ht.bg[ha]","W","","",""
"900","BG","09.07.22",1419,"BOGV_V_BG","X48","ap.dis[rt]","W","","",""
"901","BG","09.07.22",1423,"VGV_V_BG","brokenWT","","","","",""
"902","BG","09.07.22",1423,"VGV_V_BG","brokenWT","","","","",""
"903","BG","09.07.22",1423,"VGV_V_BG","brokenWT","jo.bi[voc.ha]","W","","",""
"904","BG","09.07.22",1424,"VNM_V_BG","X143","","","","",""
"905","BG","09.07.22",1430,"VNM_V_BG","brokenWT","[ap]bg[voc.ha]","L","","",""
"906","BG","09.07.22",1433,"VNM_V_BG","X143","","","","",""
"907","BG","09.07.22",1449,"ONO_V_BG","brokenWT","","","","",""
"908","BG","09.07.22",1449,"OVG_V_BG","X52","ap[rt]","W","","",""
"909","BG","09.07.22",1449,"ONO_V_BG","brokenWT","ap[rt]","W","","",""
"910","BG","09.07.22",1450,"OVG_V_BG","BON_V_BG","fo<1bdl","","","",""
"911","BG","09.07.22",1453,"brokenWT","BON_V_BG","","","","",""
"912","BG","09.07.22",1454,"OBV_V_BG","GPB_H_CG","","","","",""
"913","BG","09.07.22",1455,"MG_V_BG","BOGV_V_BG","","","","",""
"914","BG","09.07.22",1456,"O_V_BG","MG_V_BG","","","","",""
"915","BG","09.07.22",1457,"brokenWT","BON_V_BG","","","","",""
"916","BG","09.07.22",1459,"MG_V_BG","BOGV_V_BG","ap.bg[ha]ap[voc.ha]","W","","",""
"917","BG","09.07.22",1500,"GPB_H_CG","ONO_V_BG","","","","",""
"918","BG","09.07.22",1502,"OVG_V_BG","OVB_V_BG","","","","",""
"919","BG","09.07.22",1502,"MG_V_BG","OVB_V_BG","","","","",""
"920","BG","09.07.22",1502,"MG_V_BG","ONO_V_BG","","","","",""
"921","BG","09.07.22",1503,"OVG_V_BG","VBM_V_BG","ap[rt]","W","","",""
"922","BG","09.07.22",1508,"GPB_H_CG","ONO_V_BG","","","","",""
"923","BG","09.07.22",1509,"ONO_V_BG","MB_V_BG","bt[ha]","","","",""
"924","BG","09.07.22",1509,"ONO_V_BG","MB_V_BG","ht[ha]","W","","",""
"925","BG","09.07.22",1510,"ONO_V_BG","OBV_V_BG","bg[rt]","","","",""
"926","BG","09.07.22",1512,"GPB_H_CG","GNV_V_BG","bg[ha]","","","",""
"927","BG","09.07.22",1518,"MG_V_BG","GPB_H_CG","st[st]ht.bg[ht.bg.ha]","","","",""
"928","BG","09.07.22",1519,"BMO_V_BG","OVB_V_BG","bg[ha]","","","",""
"929","BG","09.07.22",1520,"BMO_V_BG","BON_V_BG","ap.bg[ha]","W","","",""
"930","BG","09.07.22",1520,"BMO_V_BG","BON_V_BG","ap.bg[ha]","W",".","",""
"931","BG","09.07.22",1520,"BMO_V_BG","OB_V_BG","","","","",""
"932","BG","09.07.22",1521,"MG_V_BG","GNV_V_BG","","","","",""
"933","BG","09.07.22",1522,"NO_V_BG","VGV_V_BG","tt[ha]","W","","",""
"934","BG","09.07.22",1522,"NGV_V_BG","NO_V_BG","ap.bg[ha]","W","","",""
"935","BG","09.07.22",1522,"BMO_V_BG","OBV_V_BG","ap[rt]","W","","",""
"936","BG","09.07.22",1524,"BMO_V_BG","OBV_V_BG","ap.bg[rt]","W","","",""
"937","BG","09.07.22",1524,"MVO_V_BG","MV_V_BG","","","","",""
"938","BG","09.07.22",1524,"BMO_V_BG","VGN_V_BG","","","","",""
"939","BG","09.07.22",1525,"BMO_V_BG","VGN_V_BG","ap[rt]","W","","",""
"940","BG","09.07.22",1525,"NVO_V_BG","MV_V_BG","","","","",""
"941","BG","09.07.22",1525,"BMO_V_BG","OBV_V_BG","","","","",""
"942","BG","09.07.22",1528,"OVB_V_BG","MB_V_BG","","","","",""
"943","BG","09.07.22",1530,"BMO_V_BG","OVB_V_BG","","","","",""
"944","BG","09.07.22",1530,"BMO_V_BG","NBM_V_BG","","","","",""
"945","BG","09.07.22",1530,"BMO_V_BG","VGN_V_BG","ap[rt]","W","","",""
"946","BG","09.07.22",1531,"BMO_V_BG","BNG_V_BG","ap[rt]","W","","",""
"947","BG","09.07.22",1532,"BNG_V_BG","OVB_V_BG","ap.bg[rt]","W","","",""
"949","BG","09.07.22",1534,"BGO_V_BG","MV_V_BG","","","","",""
"950","BG","09.07.22",1537,"BMO_V_BG","NGV_V_BG","ap[ha]","W","","",""
"951","BG","09.07.22",1538,"BMO_V_BG","OVB_V_BG","","","","",""
"952","BG","09.07.22",1540,"OBV_V_BG","NVO_V_BG","","","","",""
"953","BG","09.07.22",1541,"NGV_V_BG","MV_V_BG","","","","",""
"954","BG","09.07.22",1542,"OBV_V_BG","NVO_V_BG","","","","",""
"955","BG","09.07.22",1548,"NGV_V_BG","BN_V_BG","","","","",""
"956","BG","09.07.22",1548,"BMO_V_BG","OBV_V_BG","","","","",""
"957","BG","09.07.22",1549,"BN_V_BG","OBV_V_BG","","","","",""
"958","BG","09.07.22",1549,"VGV_V_BG","ONO_V_BG","","","","",""
"959","BG","09.07.22",1549,"BN_V_BG","OBV_V_BG","","","","",""
"960","BG","09.07.22",1550,"VGV_V_BG","GNV_V_BG","","","","",""
"961","BG","09.07.22",1553,"MB_V_BG","VBM_V_BG","","","","",""
"962","BG","09.07.22",1553,"MB_V_BG","OB_V_BG","","","","",""
"963","BG","09.07.22",1554,"GNV_V_BG","GPG_H_CG","","","","",""
"964","BG","09.07.22",1554,"BOGV_V_BG","VNM_V_BG","","","","",""
"965","BG","09.07.22",1555,"GNV_V_BG","GPG_H_CG","ap.bg[rt]","W","","",""
"966","BG","09.07.22",NA,"NGV_V_BG","BOGV_V_BG","","","","",""
"967","BG","09.07.22",1558,"BGO_V_BG","GNV_V_BG","","","","",""
"968","BG","09.07.22",1559,"BGO_V_BG","VGV_V_BG","","","","",""
"969","BG","09.07.22",1600,"BGO_V_BG","VGO_V_BG","jo[onback.voc]fo[fo]","W","fly off because of alarm call","",""
"970","BG","09.07.22",1601,"OVB_V_BG","GO_V_BG","","","","",""
"971","BG","09.07.22",1601,"VNB_V_BG","GMO_V_BG","","","","",""
"972","BG","09.07.22",1601,"BG_V_BG","GBV_V_BG","ap.pr.rp","W","","Y",""
"973","BG","09.07.22",1602,"BGO_V_BG","BV_V_BG","tt.bg[ha]","W","","",""
"974","BG","09.07.22",1602,"BV_V_BG","OM_V_BG","","","","",""
"975","BG","09.07.22",1602,"BGO_V_BG","BV_V_BG","jo[voc.ha]","W","","",""
"976","BG","09.07.22",1603,"GMV_V_BG","NVG_V_BG","","","","",""
"977","BG","09.07.22",1603,"VNM_V_BG","BMBG_V_BG","","","","",""
"978","BG","09.07.22",1605,"GVB_V_BG","OVM_V_BG","","","","",""
"979","BG","09.07.22",1605,"BG_V_BG","NGM_V_BG","","","","",""
"980","BG","09.07.22",1605,"BG_V_BG","BOM_V_BG","","","","",""
"981","BG","09.07.22",1609,"NBG_V_BG","BG_V_BG","biwing[voc.ha]","","","",""
"982","BG","09.07.22",1609,"NBG_V_BG","BMB_V_BG","","","","",""
"983","BG","09.07.22",1614,"BMO_V_BG","OVG_V_BG","","","","",""
"984","BG","09.07.22",1614,"BMO_V_BG","OVG_V_BG","ap.bg[voc.rt]","W","","",""
"985","BG","09.07.22",1615,"OVG_V_BG","NVO_V_BG","bg[bg]ht.bg[ha]","","","",""
"986","CG","08.07.22",730,"PVB_H_CG","MPN_H_CG","ap.bg[ha]","W","","",""
"987","CG","08.07.22",731,"PVB_H_CG","MPN_H_CG","","","","",""
"988","CG","08.07.22",732,"PNG_H_CG","PVB_H_CG","ap[rt]","W","","",""
"989","CG","08.07.22",732,"PNG_H_CG","GPB_H_CG","ap[rt]","W","","",""
"990","CG","08.07.22",734,"GVP_H_CG","GPB_H_CG","","","","",""
"991","CG","08.07.22",735,"GVP_H_CG","X5","","","","",""
"992","CG","08.07.22",737,"GBP_H_CG","MPN_H_CG","","","","",""
"993","CG","08.07.22",737,"X5","GPN_H_CG","","","","",""
"994","CG","08.07.22",740,"BPN_H_CG","X5","","","","",""
"995","CG","08.07.22",741,"PVB_H_CG","PVG_H_CG","","","","",""
"996","CG","08.07.22",743,"PVM_H_CG","X5","ht.cd.voc[ha]","W","","",""
"997","CG","08.07.22",743,"MPN_H_CG","GPB_H_CG","cd[voc.ha]","","","",""
"998","CG","08.07.22",749,"PVM_H_CG","PGP_H_CG","","","","",""
"999","CG","08.07.22",751,"PVB_H_CG","VNG_V_BG","","","","",""
"1000","CG","08.07.22",752,"GVP_H_CG","PVM_H_CG","cd[ha]ht.cd[rt]","","","",""
"1001","CG","08.07.22",752,"PNB_H_CG","NBP_H_CG","cd[ha]","","","",""
"1002","CG","08.07.22",753,"PVM_H_CG","PVB_H_CG","fo<1bdl","","","",""
"1003","CG","08.07.22",754,"GVP_H_CG","PBG_H_CG","","","","",""
"1004","CG","08.07.22",754,"PVM_H_CG","X5","","","","",""
"1005","CG","08.07.22",754,"PVB_H_CG","VNG_V_BG","ap[rt]","W","","",""
"1006","CG","08.07.22",757,"X11","GVP_H_CG","ap.bg[rt]","W","","",""
"1007","CG","08.07.22",757,"X11","X5","","","","",""
"1008","CG","08.07.22",758,"PVM_H_CG","BPN_H_CG","st[st]fl[fl]","","","",""
"1009","CG","08.07.22",759,"X11","PBG_H_CG","ap.st[st.bt]ho[voc.ha]","W","","",""
"1010","CG","08.07.22",800,"PGP_H_CG","MPN_H_CG","","","","",""
"1011","CG","08.07.22",802,"PBG_H_CG","GB_H_CG","","","","",""
"1012","CG","08.07.22",803,"MPN_H_CG","GVP_H_CG","","","","",""
"1013","CG","08.07.22",804,"X11","PGP_H_CG","","","","",""
"1014","CG","08.07.22",805,"GVP_H_CG","NBO_V_BG","ho[ha.voc]","W","","",""
"1015","CG","08.07.22",805,"GVP_H_CG","X78","","","","",""
"1016","CG","08.07.22",806,"X11","PGV_H_CG","ap.bg[ha]","W","","",""
"1017","CG","08.07.22",808,"GVP_H_CG","X5","","","","",""
"1018","CG","08.07.22",808,"MPN_H_CG","VPG_H_CG","","","","",""
"1019","CG","08.07.22",809,"GVP_H_CG","NBP_H_CG","ap.bi[voc.ha]","W","","",""
"1020","CG","08.07.22",810,"GVP_H_CG","VPG_H_CG","","","","",""
"1021","CG","08.07.22",812,"PGV_H_CG","BPG_H_CG","ap.fluff.st[ig]ap.st[rt]st[bc]bc","W","5 ap.voc.bc","",""
"1022","CG","08.07.22",815,"PGP_H_CG","MPN_H_CG","ap.dis","W","","",""
"1023","CG","08.07.22",816,"X78","PGP_H_CG","","","","",""
"1024","CG","08.07.22",816,"PVB_H_CG","VPG_H_CG","","","","",""
"1025","CG","08.07.22",817,"X78","GB_H_CG","ap.bg[ha]","W","","",""
"1026","CG","08.07.22",817,"PGP_H_CG","MPN_H_CG","","","","",""
"1027","CG","08.07.22",818,"GB_H_CG","PVB_H_CG","","","","",""
"1028","CG","08.07.22",819,"PGV_H_CG","PVB_H_CG","ap[rt]","W","","",""
"1029","CG","08.07.22",820,"PGV_H_CG","BPG_H_CG","","","","",""
"1030","CG","08.07.22",820,"X78","BP_H_CG","","","","",""
"1031","CG","08.07.22",820,"PGV_H_CG","VPG_H_CG","","","","",""
"1032","CG","08.07.22",820,"BPG_H_CG","PGV_H_CG","ws[ha]ap.ws[ha]","","","",""
"1033","CG","08.07.22",821,"PGP_H_CG","VPG_H_CG","","","","",""
"1034","CG","08.07.22",822,"X11","PGP_H_CG","ap[rt]","W","","",""
"1035","CG","08.07.22",822,"X11","X5","","","","",""
"1036","CG","08.07.22",824,"BPG_H_CG","PVB_H_CG","","","","",""
"1037","CG","08.07.22",824,"X78","PGP_H_CG","","","","",""
"1038","CG","08.07.22",825,"MPN_H_CG","VPG_H_CG","","","","",""
"1039","CG","08.07.22",826,"PGP_H_CG","MPN_H_CG","ap[rt]ap[rt]","W","","",""
"1040","CG","08.07.22",827,"X11","X5","","","","",""
"1041","CG","08.07.22",827,"GVP_H_CG","VBP_H_CG","bg.ht[ha]","","","",""
"1042","CG","08.07.22",828,"PGM_H_CG","BPN_H_CG","ho[ha.voc]","W","","",""
"1043","CG","08.07.22",829,"X78","BPG_H_CG","","","","",""
"1044","CG","08.07.22",830,"GVP_H_CG","PGP_H_CG","","","","",""
"1045","CG","08.07.22",832,"PGM_H_CG","GB_H_CG","ht[ha]hy[ha]","W","","",""
"1046","CG","08.07.22",833,"PGM_H_CG","X78","fa[fa]ap.headtoss.fa[fo]","","","",""
"1047","CG","08.07.22",834,"GVP_H_CG","MPN_H_CG","","","","",""
"1048","CG","08.07.22",837,"GB_H_CG","VPG_H_CG","","","","",""
"1049","CG","08.07.22",838,"PVG_H_CG","VPG_H_CG","","","","",""
"1050","CG","08.07.22",839,"PVG_H_CG","VPG_H_CG","ap[rt]","W","","",""
"1051","CG","08.07.22",839,"MPN_H_CG","NBO_V_BG","ap[rt]","W","","",""
"1052","CG","08.07.22",842,"GVP_H_CG","MPN_H_CG","ap.bg[rt]","W","","",""
"1053","CG","08.07.22",845,"X35","PVB_H_CG","fo<1bdl","","","",""
"1054","CG","08.07.22",845,"GVP_H_CG","NBO_V_BG","ap.bg[ha]","W","","",""
"1055","CG","08.07.22",845,"GVP_H_CG","MPN_H_CG","","","","",""
"1056","CG","08.07.22",846,"X35","MPN_H_CG","","","","",""
"1057","CG","08.07.22",847,"GVP_H_CG","BNw_H_CG","","","","",""
"1058","CG","08.07.22",847,"GVP_H_CG","NBO_V_BG","","","","",""
"1059","CG","08.07.22",847,"MPN_H_CG","NBO_V_BG","","","","",""
"1060","CG","08.07.22",848,"GVP_H_CG","PVB_H_CG","ht.bg[ha]","W","","",""
"1061","CG","08.07.22",855,"GVP_H_CG","BPN_H_CG","fa[fo]","W","","",""
"1062","CG","08.07.22",NA,"GVP_H_CG","PVB_H_CG","fa[fp]","W","","",""
"1063","CG","08.07.22",901,"GVP_H_CG","PBG_H_CG","","","","",""
"1064","CG","08.07.22",902,"GVP_H_CG","PBG_H_CG","","","","",""
"1065","CG","08.07.22",903,"PBG_H_CG","VPG_H_CG","","","","",""
"1066","CG","08.07.22",903,"PBG_H_CG","X35","fa.bg[fo]","W","","",""
"1067","CG","08.07.22",906,"GVP_H_CG","PVM_H_CG","","","","",""
"1068","CG","08.07.22",906,"GVP_H_CG","GPN_H_CG","","","","",""
"1069","CG","08.07.22",906,"PBG_H_CG","PGM_H_CG","","","","",""
"1070","CG","08.07.22",906,"PBG_H_CG","PVM_H_CG","","","","",""
"1071","CG","08.07.22",907,"PBG_H_CG","PVB_H_CG","","","","",""
"1072","CG","08.07.22",908,"X35","BMPMP_H_CG","","","","",""
"1073","CG","08.07.22",908,"GVP_H_CG","VPG_H_CG","","","","",""
"1074","CG","08.07.22",910,"GVP_H_CG","VPG_H_CG","","","","",""
"1075","CG","08.07.22",913,"PBG_H_CG","PNB_H_CG","ap.dis[rt]","W","","",""
"1076","CG","08.07.22",914,"GVP_H_CG","PBG_H_CG","","","","",""
"1077","CG","08.07.22",916,"PGM_H_CG","PGN_H_CG","","","","",""
"1078","CG","08.07.22",916,"PNB_H_CG","VPG_H_CG","","","","",""
"1079","CG","08.07.22",917,"PBG_H_CG","BPB_H_CG","ap.dis[rt]","W","","",""
"1080","CG","08.07.22",917,"GVP_H_CG","PGM_H_CG","","","","",""
"1081","CG","08.07.22",918,"GPN_H_CG","NBO_V_BG","","","","",""
"1082","CG","08.07.22",919,"GPN_H_CG","NBO_V_BG","ht.bg[ha]","W","","",""
"1083","CG","08.07.22",919,"GVP_H_CG","PNB_H_CG","","","","",""
"1084","CG","08.07.22",919,"GVP_H_CG","VPG_H_CG","","","","",""
"1085","CG","08.07.22",920,"PNB_H_CG","NVP_H_CG","ws[ha]","","","",""
"1086","CG","08.07.22",921,"PGP_H_CG","BPM_H_CG","","","","",""
"1087","CG","08.07.22",924,"GVP_H_CG","PVB_H_CG","","","","",""
"1088","CG","08.07.22",924,"GVP_H_CG","X35","","","","",""
"1089","CG","08.07.22",924,"GVP_H_CG","PGM_H_CG","","","","",""
"1090","CG","08.07.22",925,"PGM_H_CG","PMN_H_CG","","","","",""
"1091","CG","08.07.22",926,"GPV_H_CG","PMN_H_CG","","","","",""
"1092","CG","08.07.22",926,"GVP_H_CG","PMN_H_CG","","","","",""
"1093","CG","08.07.22",926,"GOP_H_CG","PMB_H_CG","","","","",""
"1094","CG","08.07.22",926,"PGB_H_CG","PMB_H_CG","","","","",""
"1095","CG","08.07.22",927,"NPG_H_CG","PMB_H_CG","","","","",""
"1096","CG","08.07.22",928,"PNB_H_CG","PMB_H_CG","","","","",""
"1097","CG","08.07.22",928,"PBV_H_CG","NPG_H_CG","","","","",""
"1098","CG","08.07.22",928,"PBV_H_CG","PGB_H_CG","","","","",""
"1099","CG","08.07.22",929,"GPN_H_CG","PMN_H_CG","","","","",""
"1100","CG","08.07.22",930,"GVP_H_CG","GPN_H_CG","","","","",""
"1101","CG","08.07.22",930,"GPN_H_CG","PGB_H_CG","","","","",""
"1102","CG","08.07.22",933,"PGM_H_CG","PMB_H_CG","ht.bg[voc.ha]","W","","",""
"1103","CG","08.07.22",934,"PMneck_CG","PVBsm_H_CG","","","","",""
"1104","CG","08.07.22",935,"PMneck_CG","PVBN_H_CG","","","","",""
"1105","CG","08.07.22",935,"GVP_H_CG","PGB_H_CG","","","","",""
"1106","CG","08.07.22",935,"GVP_H_CG","PGB_H_CG","","",".","",""
"1107","CG","08.07.22",935,"GVP_H_CG","PVP_H_CG","","","","",""
"1108","CG","08.07.22",936,"PGB_H_CG","PVP_H_CG","","","","",""
"1109","CG","08.07.22",936,"GVP_H_CG","PGB_H_CG","","","","",""
"1110","CG","08.07.22",938,"PGM_H_CG","PMV_H_CG","","","","",""
"1111","CG","08.07.22",938,"PGM_H_CG","GOB_V_BG","","","","",""
"1112","CG","08.07.22",939,"PGM_H_CG","PVP_H_CG","ap.bg[ha]","W","","",""
"1113","CG","08.07.22",940,"PVM_H_CG","VPN_H_CG","pr.ps[pr.ps]pr","","","Y",""
"1114","CG","08.07.22",940,"PGB_H_CG","NPG_H_CG","","","","",""
"1115","CG","08.07.22",941,"GPN_H_CG","MP_H_CG","","","","",""
"1116","CG","08.07.22",946,"PGM_H_CG","PBG_H_CG","","","","",""
"1117","CG","08.07.22",946,"PGM_H_CG","GOB_V_BG","","","","",""
"1118","CG","08.07.22",946,"PGM_H_CG","NPG_H_CG","fa[voc.ha]","W","","",""
"1119","CG","08.07.22",947,"PGM_H_CG","NVP_H_CG","","","","",""
"1120","CG","08.07.22",947,"NPG_H_CG","GOB_V_BG","","","","",""
"1121","CG","08.07.22",948,"GVP_H_CG","PMB_H_CG","","","","",""
"1122","CG","08.07.22",948,"PMN_H_CG","PNB_H_CG","","","","",""
"1123","CG","08.07.22",953,"GVP_H_CG","PVP_H_CG","","","","",""
"1124","CG","08.07.22",954,"GB_H_CG","GPN_H_CG","","","","",""
"1125","CG","08.07.22",954,"GVP_H_CG","PMP_H_CG","","","","",""
"1126","CG","08.07.22",954,"GVP_H_CG","PMneck_CG","","","","",""
"1127","CG","08.07.22",955,"PGB_H_CG","GB_H_CG","ap[rt]","W","","",""
"1128","CG","08.07.22",956,"BNw_H_CG","NVP_H_CG","","","","",""
"1129","CG","08.07.22",957,"PMneck_CG","NPG_H_CG","","","","",""
"1130","CG","08.07.22",957,"GVP_H_CG","PBG_H_CG","","","","",""
"1131","CG","08.07.22",957,"PVM_H_CG","PGM_H_CG","st[st.rt]","","","",""
"1132","CG","08.07.22",958,"PVG_H_CG","NPG_H_CG","","","","",""
"1133","CG","08.07.22",1000,"PVM_H_CG","PGM_H_CG","st[st]bg.st[st.rt]bt[ha]","","","",""
"1134","CG","08.07.22",1002,"PGM_H_CG","NBw_H_CG","","","","",""
"1135","CG","08.07.22",1002,"PGB_H_CG","GOB_V_BG","","","","",""
"1136","CG","08.07.22",1003,"PGB_H_CG","PM_H_CG","","","","",""
"1137","CG","08.07.22",1003,"PGB_H_CG","NPG_H_CG","","","","",""
"1138","CG","08.07.22",1003,"PMN_H_CG","GOB_V_BG","","","","",""
"1139","CG","08.07.22",1006,"PGB_H_CG","GPN_H_CG","","","","",""
"1140","CG","08.07.22",1006,"PNB_H_CG","GOB_V_BG","","","","",""
"1141","CG","08.07.22",1007,"NBw_H_CG","PVP_H_CG","","","","",""
"1142","CG","08.07.22",1008,"X42","PGB_H_CG","","","","",""
"1143","CG","08.07.22",1009,"PVM_H_CG","PGB_H_CG","","","","",""
"1144","CG","08.07.22",1011,"PGB_H_CG","PNB_H_CG","ap[rt]","W","","",""
"1145","CG","08.07.22",1012,"X42","PNB_H_CG","ap.bg[ha]","W","","",""
"1146","CG","08.07.22",1012,"GBP_H_CG","NBw_H_CG","","","","",""
"1147","CG","08.07.22",1013,"PVM_H_CG","NBw_H_CG","ht.bg[voc.ha]","W","","",""
"1148","CG","08.07.22",1013,"X35","MP_H_CG","","","","",""
"1149","CG","08.07.22",1014,"X35","MP_H_CG","ap.bg[rt]","W","","",""
