"","Location","Date","Time","Winner","Loser","Behaviour","Initiator","Comments","Preening","X","W_in_scans","L_in_scans"
"1996","CG","13.07.22",925,"X53","NBO_V_BG","ap[ha]","W","","","",TRUE,TRUE
"1997","CG","13.07.22",928,"GVP_H_CG","GB_H_CG","","","","","",TRUE,TRUE
"1998","CG","13.07.22",928,"X53","X31","fo<1bdl","","","","",TRUE,TRUE
"1999","CG","13.07.22",929,"X31","NBO_V_BG","ap[rt]","W","","","",TRUE,TRUE
"2000","CG","13.07.22",930,"X11","NBP_H_CG","ap[rt]","W","","","",TRUE,TRUE
"2001","CG","13.07.22",932,"X11","GVP_H_CG","ap[rt]","W","","","",TRUE,TRUE
"2002","CG","13.07.22",932,"X11","GVP_H_CG","ap[rt]","W","","","",TRUE,TRUE
"2003","CG","13.07.22",932,"X11","X31","","","","","",TRUE,TRUE
"2004","CG","13.07.22",934,"X78","PNP_H_CG","","","","","",TRUE,TRUE
"2005","CG","13.07.22",934,"X31","GPN_H_CG","","","","","",TRUE,TRUE
"2006","CG","13.07.22",935,"GVP_H_CG","X78","[ap]bg[rt]","L","","","",TRUE,TRUE
"2007","CG","13.07.22",936,"X78","X31","","","","","",TRUE,TRUE
"2008","CG","13.07.22",936,"X78","PNP_H_CG","bg[voc.ha]","","","","",TRUE,TRUE
"2009","CG","13.07.22",936,"GVP_H_CG","X78","ap.bg[ha]","W","","","",TRUE,TRUE
"2010","CG","13.07.22",936,"GVP_H_CG","PNP_H_CG","","","","","",TRUE,TRUE
"2011","CG","13.07.22",937,"X53","MVP_H_CG","","","","","",TRUE,TRUE
"2012","CG","13.07.22",939,"X53","PBG_H_CG","[ap]st[st.rt]","L","","","",TRUE,TRUE
"2013","CG","13.07.22",939,"BPN_V_CG","X53","","","","","",TRUE,TRUE
"2014","CG","13.07.22",940,"X11","X53","","","","","",TRUE,TRUE
"2015","CG","13.07.22",940,"X53","VPG_H_CG","","","","","",TRUE,TRUE
"2016","CG","13.07.22",941,"GB_H_CG","GPN_H_CG","","","","","",TRUE,TRUE
"2017","CG","13.07.22",941,"X53","BNw_H_CG","ap.st[rt]","W","","","",TRUE,TRUE
"2018","CG","13.07.22",943,"X53","BNw_H_CG","ap.bt[rt]","W","","","",TRUE,TRUE
"2019","CG","13.07.22",944,"X53","GB_H_CG","","","","","",TRUE,TRUE
"2020","CG","13.07.22",947,"X53","X31","fo<1bdl","","","","",TRUE,TRUE
"2023","BG","19.07.22",1315,"VGO_V_BG","NBM_V_BG","","","","","",TRUE,TRUE
"2024","BG","19.07.22",1317,"PGB_H_CG","GOG_V_BG","","","","","",TRUE,TRUE
"2025","BG","19.07.22",1318,"PGB_H_CG","VGO_V_BG","ap[rt]","W","","","",TRUE,TRUE
"2026","BG","19.07.22",1319,"VGO_V_BG","NBM_V_BG","","","","","",TRUE,TRUE
"2027","BG","19.07.22",1320,"PGB_H_CG","NVP_H_CG","","","","","",TRUE,TRUE
"2028","BG","19.07.22",1320,"NOB_V_BG","VM_V_BG","","","","","",TRUE,TRUE
"2029","BG","19.07.22",1320,"GNB_V_BG","VON_V_BG","","","","","",TRUE,TRUE
"2030","BG","19.07.22",1321,"VBV_V_BG","MG_V_BG","","","","","",TRUE,TRUE
"2031","BG","19.07.22",1322,"OGMV_V_BG","BVM_V_BG","","","","","",TRUE,TRUE
"2032","BG","19.07.22",1322,"NGV_V_BG","BVM_V_BG","","","","","",TRUE,TRUE
"2033","BG","19.07.22",1323,"MON_V_BG","NOMO_V_BG","","","","","",TRUE,TRUE
"2034","BG","19.07.22",1323,"OGB_V_BG","VGO_V_BG","fo<1bdl","","","","",TRUE,TRUE
"2035","BG","19.07.22",1324,"OGB_V_BG","VGO_V_BG","bc","","","","",TRUE,TRUE
"2036","BG","19.07.22",1324,"OGB_V_BG","BGO_V_BG","bc","","SEE PREVIOUS","","",TRUE,TRUE
"2037","BG","19.07.22",1324,"VGO_V_BG","BGO_V_BG","bc","","SEE PREVIOUS","","",TRUE,TRUE
"2038","BG","19.07.22",1324,"BGO_V_BG","VGO_V_BG","","","SEE BC BEFORE","","",TRUE,TRUE
"2039","BG","19.07.22",1325,"OMO2_V_BG","BNG_V_BG","fo<1bdl","","","","",TRUE,TRUE
"2040","BG","19.07.22",1328,"VBV_V_BG","BMB_V_BG","","","","","",TRUE,TRUE
"2041","BG","19.07.22",1329,"OMO1_V_BG","BGO_V_BG","","","","","",TRUE,TRUE
"2042","BG","19.07.22",1329,"OMO1_V_BG","MVO_V_BG","","","","","",TRUE,TRUE
"2043","BG","19.07.22",1329,"MVO_V_BG","MG_V_BG","","","","","",TRUE,TRUE
"2044","BG","19.07.22",1329,"MON_V_BG","NOB_V_BG","","","","","",TRUE,TRUE
"2045","BG","19.07.22",1330,"PGB_H_CG","VBG_V_BG","","","","","",TRUE,TRUE
"2046","BG","19.07.22",1330,"BG_V_BG","MG_V_BG","","","","","",TRUE,TRUE
"2047","BG","19.07.22",1331,"GPG_H_CG","OGMV_V_BG","","","","","",TRUE,TRUE
"2048","BG","19.07.22",1332,"NGV_V_BG","GBM_V_BG","","","","","",TRUE,TRUE
"2049","BG","19.07.22",1332,"BMB_V_BG","OV_V_BG","","","","","",TRUE,TRUE
"2050","BG","19.07.22",1333,"OMO1_V_BG","VBM_V_BG","","","","","",TRUE,TRUE
"2051","BG","19.07.22",1333,"PGM_H_CG","BGO_V_BG","","","","","",TRUE,TRUE
"2052","BG","19.07.22",1335,"OMO1_V_BG","BNG_V_BG","","","","","",TRUE,TRUE
"2053","BG","19.07.22",1341,"BNG_V_BG","GOG_V_BG","fo<1bdl","","","","",TRUE,TRUE
"2054","BG","19.07.22",1342,"PGB_H_CG","GVM_V_BG","","","","","",TRUE,TRUE
"2055","BG","19.07.22",1343,"OMO1_V_BG","VBM_V_BG","","","","","",TRUE,TRUE
"2057","BG","19.07.22",1343,"VBV_V_BG","BN_V_BG","","","","","",TRUE,TRUE
"2058","BG","19.07.22",1343,"OGO1_V_BG","MG_V_BG","","","","","",TRUE,TRUE
"2059","BG","19.07.22",1344,"MVN_V_BG","NGB_V_BG","","","","","",TRUE,TRUE
"2060","BG","19.07.22",1344,"MVN_V_BG","OMO2_V_BG","","","","","",TRUE,TRUE
"2061","BG","19.07.22",1344,"NGV_V_BG","OMO2_V_BG","","","","","",TRUE,TRUE
"2062","BG","19.07.22",1344,"NGV_V_BG","MVN_V_BG","","","","","",TRUE,TRUE
"2063","BG","19.07.22",1345,"PGB_H_CG","BNG_V_BG","","","","","",TRUE,TRUE
"2064","BG","19.07.22",1346,"GOG_V_BG","BNG_V_BG","","","","","",TRUE,TRUE
"2065","BG","19.07.22",1346,"OVG2_V_BG","MG_V_BG","","","","","",TRUE,TRUE
"2066","BG","19.07.22",1347,"BMB_V_BG","VGV_V_BG","","","","","",TRUE,TRUE
"2067","BG","19.07.22",1347,"NGV_V_BG","MVO_V_BG","","","","","",TRUE,TRUE
"2068","BG","19.07.22",1349,"NGV_V_BG","MG_V_BG","ap.tp[rt]","W","","","",TRUE,TRUE
"2069","BG","19.07.22",1349,"NVP_H_CG","BVM_V_BG","","","","","",TRUE,TRUE
"2070","BG","19.07.22",1351,"BMB_V_BG","VGV_V_BG","","","","","",TRUE,TRUE
"2072","BG","19.07.22",1354,"NGV_V_BG","MG_V_BG","","","","","",TRUE,TRUE
"2073","BG","19.07.22",1355,"NGV_V_BG","MNV_V_BG","","","","","",TRUE,TRUE
"2074","BG","19.07.22",1355,"VNM_V_BG","BGV_V_BG","","","","","",TRUE,TRUE
"2075","BG","19.07.22",1355,"BVM_V_BG","OVG2_V_BG","","","","","",TRUE,TRUE
"2077","BG","19.07.22",1356,"MGO_V_BG","OMO2_V_BG","","","","","",TRUE,TRUE
"2078","BG","19.07.22",1356,"GOG_V_BG","OMO2_V_BG","","","","","",TRUE,TRUE
"2079","BG","19.07.22",1356,"MGO_V_BG","OMO2_V_BG","ht.bg[voc.ha]","W","","","",TRUE,TRUE
"2080","BG","19.07.22",1357,"GO_V_BG","VMV_V_BG","","","","","",TRUE,TRUE
"2081","BG","19.07.22",1358,"GBV_V_BG","OVG2_V_BG","","","","","",TRUE,TRUE
"2082","BG","19.07.22",1359,"BMB_V_BG","VGV_V_BG","","","","","",TRUE,TRUE
"2083","BG","19.07.22",1359,"MGO_V_BG","BVM_V_BG","","","","","",TRUE,TRUE
"2084","BG","19.07.22",1359,"BMB_V_BG","OGO2_V_BG","","","","","",TRUE,TRUE
"2085","BG","19.07.22",1400,"BGO_V_BG","OGO2_V_BG","bc","","","","",TRUE,TRUE
"2086","BG","19.07.22",1400,"BNG_V_BG","BMB_V_BG","","","","","",TRUE,TRUE
"2087","BG","19.07.22",1401,"OBMO_V_BG","BV_V_BG","jo[onbelly.voc.ha]","W","","","",TRUE,TRUE
"2088","BG","19.07.22",1403,"OGO1_V_BG","VPM_H_CG","","","","","",TRUE,TRUE
"2089","BG","19.07.22",1406,"GOG_V_BG","BNG_V_BG","fo<1bdl","","","","",TRUE,TRUE
"2090","BG","19.07.22",1406,"OBMO_V_BG","BOV_V_BG","","","","","",TRUE,TRUE
"2091","BG","19.07.22",1407,"OMB_V_BG","OGO1_V_BG","attemps steel food","","no aggression","","",TRUE,TRUE
"2092","BG","19.07.22",1414,"VBO_V_BG","BVM_V_BG","","","","","",TRUE,TRUE
"2093","BG","19.07.22",1453,"VMV_V_BG","ONG_V_BG","","","","","",TRUE,TRUE
"2094","BG","19.07.22",1453,"VNM_V_BG","OM_V_BG","","","","","",TRUE,TRUE
"2095","BG","19.07.22",1453,"VNM_V_BG","OBMO_V_BG","","","","","",TRUE,TRUE
"2096","BG","19.07.22",1454,"OG_V_BG","MGO_V_BG","fo<1bdl","","","","",TRUE,TRUE
"2097","BG","19.07.22",1454,"BNG_V_BG","PMB_H_CG","bg[rt]","","","","",TRUE,TRUE
"2098","BG","19.07.22",1455,"VPM_H_CG","MOB_V_BG","","","","","",TRUE,TRUE
"2099","BG","19.07.22",1455,"GOG_V_BG","VBV_V_BG","","","","","",TRUE,TRUE
"2100","BG","19.07.22",1459,"OG_V_BG","VPM_H_CG","","","","","",TRUE,TRUE
"2101","BG","19.07.22",1459,"MVO_V_BG","PMB_H_CG","","","","","",TRUE,TRUE
"2102","BG","19.07.22",1459,"VMV_V_BG","OGMV_V_BG","","","","","",TRUE,TRUE
"2103","BG","19.07.22",1459,"BNG_V_BG","ONB_V_BG","","","","","",TRUE,TRUE
"2104","BG","19.07.22",1500,"BMO_V_BG","BOGV_V_BG","","","","","",TRUE,TRUE
"2105","BG","19.07.22",1500,"VNM_V_BG","OBV_V_BG","","","","","",TRUE,TRUE
"2106","BG","19.07.22",1501,"VMV_V_BG","VPM_H_CG","bg[ha]","","","","",TRUE,TRUE
"2107","BG","19.07.22",1501,"VNM_V_BG","ONO_V_BG","","","","","",TRUE,TRUE
"2108","BG","19.07.22",1502,"GMV_V_BG","VNM_V_BG","ap[rt]ap.bg[rt]","W","","","",TRUE,TRUE
"2109","BG","19.07.22",1502,"VGO_V_BG","X48","","","","","",TRUE,TRUE
"2110","BG","19.07.22",1502,"OG_V_BG","MVO_V_BG","","","","","",TRUE,TRUE
"2111","BG","19.07.22",1503,"BMO_V_BG","OGMV_V_BG","st[rt]","","","","",TRUE,TRUE
"2114","BG","19.07.22",1507,"MVO_V_BG","X143","","","","","",TRUE,TRUE
"2115","BG","19.07.22",1507,"MVM_V_BG","X143","","","","","",TRUE,TRUE
"2116","BG","19.07.22",1508,"BV_V_BG","GMV_V_BG","pr.rt","head|crest|ground","","","",TRUE,TRUE
"2117","BG","19.07.22",1508,"BV_V_BG","PMB_H_CG","","","","","",TRUE,TRUE
"2118","BG","19.07.22",1509,"OBG_V_BG","BV_V_BG","","","","","",TRUE,TRUE
"2119","BG","19.07.22",1509,"NGB_V_BG","OM_V_BG","ap.abittail[voc.ha]","W","","","",TRUE,TRUE
"2120","BG","19.07.22",1512,"MGO_V_BG","ONB_V_BG","","","","","",TRUE,TRUE
"2121","BG","19.07.22",1514,"OBG_V_BG","MVO_V_BG","bg[rt]","","","","",TRUE,TRUE
"2122","BG","19.07.22",1514,"VPM_H_CG","BOV_V_BG","","","","","",TRUE,TRUE
"2123","BG","19.07.22",1514,"NGV_V_BG","MGO_V_BG","fo<1bdl","","","","",TRUE,TRUE
"2124","BG","19.07.22",1514,"NGV_V_BG","VNM_V_BG","bg[rt]","","","","",TRUE,TRUE
"2125","BG","19.07.22",1515,"VPM_H_CG","OBG_V_BG","","","","","",TRUE,TRUE
"2126","BG","19.07.22",1518,"OG_V_BG","VGO_V_BG","","","","","",TRUE,TRUE
"2127","BG","19.07.22",1519,"OG_V_BG","VGO_V_BG","ap.bg[rt]","W","","","",TRUE,TRUE
"2128","BG","19.07.22",1519,"NBG_V_BG","NGB_V_BG","","","","","",TRUE,TRUE
"2129","BG","19.07.22",1520,"BMO_V_BG","OGMV_V_BG","","","","","",TRUE,TRUE
"2130","BG","19.07.22",1520,"OBG_V_BG","BV_V_BG","","","","","",TRUE,TRUE
"2132","BG","19.07.22",1524,"OBV_V_BG","GVB_V_BG","","","","","",TRUE,TRUE
"2133","BG","19.07.22",1524,"GVB_V_BG","VBM_V_BG","","","","","",TRUE,TRUE
"2134","BG","19.07.22",1524,"BMO_V_BG","GVB_V_BG","","","","","",TRUE,TRUE
"2135","CG","18.07.22",733,"BPN_V_CG","NBP_H_CG","","","","","",TRUE,TRUE
"2136","CG","18.07.22",733,"PVM_H_CG","PNB_H_CG","","","","","",TRUE,TRUE
"2137","CG","18.07.22",736,"X31","X53","fo<1bdl","","","","",TRUE,TRUE
"2138","CG","18.07.22",737,"X11","X53","ap.bg[rt]","W","","","",TRUE,TRUE
"2139","CG","18.07.22",739,"GVP_H_CG","X78","","","","","",TRUE,TRUE
"2140","CG","18.07.22",741,"GVP_H_CG","X31","","","","","",TRUE,TRUE
"2141","CG","18.07.22",742,"BNw_H_CG","BPB_H_CG","","","","","",TRUE,TRUE
"2142","CG","18.07.22",742,"BNw_H_CG","X53","","","","","",TRUE,TRUE
"2143","CG","18.07.22",742,"GVP_H_CG","X31","","","","","",TRUE,TRUE
"2144","CG","18.07.22",742,"X53","MGV_V_BG","","","","","",TRUE,TRUE
"2145","CG","18.07.22",742,"GVP_H_CG","BNG_V_BG","","","","","",TRUE,TRUE
"2146","CG","18.07.22",743,"X53","OGMV_V_BG","ap.bg[rt]","W","","","",TRUE,TRUE
"2147","CG","18.07.22",743,"X78","OGMV_V_BG","ap[rt]","W","","","",TRUE,TRUE
"2148","CG","18.07.22",743,"PNB_H_CG","BNG_V_BG","","","","","",TRUE,TRUE
"2149","CG","18.07.22",744,"BNG_V_BG","GPN_H_CG","","","","","",TRUE,TRUE
"2150","CG","18.07.22",746,"X53","BNG_V_BG","tt[rt]","","","","",TRUE,TRUE
"2151","CG","18.07.22",747,"GVP_H_CG","X53","","","","","",TRUE,TRUE
"2152","CG","18.07.22",747,"GBP_H_CG","X31","ap.tp[rt]","W","","","",TRUE,TRUE
"2153","CG","18.07.22",749,"X53","PBG_H_CG","","","","","",TRUE,TRUE
"2154","CG","18.07.22",751,"GBP_H_CG","X31","","","","","",TRUE,TRUE
"2155","CG","18.07.22",752,"GVP_H_CG","GBP_H_CG","","","","","",TRUE,TRUE
"2156","CG","18.07.22",752,"PNB_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"2157","CG","18.07.22",753,"GPN_H_CG","BPB_H_CG","","","","","",TRUE,TRUE
"2158","CG","18.07.22",753,"GVP_H_CG","BNG_V_BG","","","","","",TRUE,TRUE
"2159","CG","18.07.22",754,"BNG_V_BG","X31","ap[bg.rt]","W","","","",TRUE,TRUE
"2160","CG","18.07.22",754,"PBG_H_CG","BNG_V_BG","","","","","",TRUE,TRUE
"2161","CG","18.07.22",755,"X31","X53","fo<1bdl","","","","",TRUE,TRUE
"2162","CG","18.07.22",756,"GPN_H_CG","BPB_H_CG","","","","","",TRUE,TRUE
"2163","CG","18.07.22",757,"MGV_V_BG","BNG_V_BG","","","","","",TRUE,TRUE
"2164","CG","18.07.22",758,"MGV_V_BG","X53","","","","","",TRUE,TRUE
"2165","CG","18.07.22",759,"PGB_H_CG","X53","","","","","",TRUE,TRUE
"2166","CG","18.07.22",759,"GVP_H_CG","X31","","","","","",TRUE,TRUE
"2167","CG","18.07.22",800,"PGB_H_CG","NPG_H_CG","","","","","",TRUE,TRUE
"2168","CG","18.07.22",800,"NPG_H_CG","PNB_H_CG","","","","","",TRUE,TRUE
"2169","CG","18.07.22",800,"MGV_V_BG","PNB_H_CG","","","","","",TRUE,TRUE
"2170","CG","18.07.22",800,"NPG_H_CG","MGV_V_BG","","","","","",TRUE,TRUE
"2171","CG","18.07.22",800,"GBP_H_CG","NPG_H_CG","","","","","",TRUE,TRUE
"2172","CG","18.07.22",800,"GBP_H_CG","PGB_H_CG","","","","","",TRUE,TRUE
"2173","CG","18.07.22",801,"GVP_H_CG","PGB_H_CG","","","","","",TRUE,TRUE
"2174","CG","18.07.22",801,"X31","X53","fo<1bdl","","","","",TRUE,TRUE
"2175","CG","18.07.22",802,"GVP_H_CG","X53","","","","","",TRUE,TRUE
"2176","CG","18.07.22",802,"X53","OGMV_V_BG","ap[rt]","W","","","",TRUE,TRUE
"2177","CG","18.07.22",803,"GVP_H_CG","PNB_H_CG","ap.bg[rt]","W","","","",TRUE,TRUE
"2178","CG","18.07.22",803,"GVP_H_CG","NPG_H_CG","ap[rt]","W","","","",TRUE,TRUE
"2179","CG","18.07.22",805,"GVP_H_CG","PGM_H_CG","","","","","",TRUE,TRUE
"2180","CG","18.07.22",805,"X31","GO_V_BG","","","","","",TRUE,TRUE
"2181","CG","18.07.22",806,"X31","X53","fo<1bdl","","","","",TRUE,TRUE
"2182","CG","18.07.22",808,"NPG_H_CG","OGMV_V_BG","ap[rt]tt[voc.ha]","W","","","",TRUE,TRUE
"2183","CG","18.07.22",809,"MGV_V_BG","VNG_V_BG","","","","","",TRUE,TRUE
"2184","CG","18.07.22",809,"GVP_H_CG","X31","","","","","",TRUE,TRUE
"2185","CG","18.07.22",810,"GVP_H_CG","MGV_V_BG","","","","","",TRUE,TRUE
"2186","CG","18.07.22",810,"PBV_H_CG","BPB_H_CG","","","","","",TRUE,TRUE
"2187","CG","18.07.22",812,"GVP_H_CG","MGV_V_BG","bg[rt]","","","","",TRUE,TRUE
"2188","CG","18.07.22",812,"GVP_H_CG","MGV_V_BG","ap.bg[voc.rt]","W","","","",TRUE,TRUE
"2189","CG","18.07.22",812,"X53","MGV_V_BG","ap.st.bg[rt]","W","","","",TRUE,TRUE
"2190","CG","18.07.22",816,"GVP_H_CG","X53","","","","","",TRUE,TRUE
"2191","CG","18.07.22",817,"PGB_H_CG","NBO_V_BG","","","","","",TRUE,TRUE
"2192","CG","18.07.22",817,"PVBN_H_CG","X31","","","","","",TRUE,TRUE
"2193","CG","18.07.22",819,"GVP_H_CG","PBV_H_CG","","","","","",TRUE,TRUE
"2194","CG","18.07.22",819,"X53","NBw_H_CG","","","","","",TRUE,TRUE
"2195","CG","18.07.22",822,"GBP_H_CG","NBw_H_CG","","","","","",TRUE,TRUE
"2196","CG","18.07.22",824,"PGP_H_CG","GPN_H_CG","ap[rt]","W","","","",TRUE,TRUE
"2197","CG","18.07.22",824,"GBP_H_CG","NBw_H_CG","ht.bg[voc.ha]","W","","","",TRUE,TRUE
"2198","CG","18.07.22",825,"PGP_H_CG","X31","","","","","",TRUE,TRUE
"2199","CG","18.07.22",825,"NBw_H_CG","X31","","","","","",TRUE,TRUE
"2200","CG","18.07.22",826,"X53","NBw_H_CG","ap[rt]ap.st[rt]ap.st[st.rt.voc]fluff.st.tt[rt]","W","","","",TRUE,TRUE
"2201","CG","18.07.22",827,"GBP_H_CG","GPN_H_CG","ap[rt]","W","","","",TRUE,TRUE
"2202","CG","18.07.22",827,"PGB_H_CG","GPN_H_CG","ap[rt]","W","","","",TRUE,TRUE
"2203","CG","18.07.22",829,"X31","X53","","","","","",TRUE,TRUE
"2204","CG","18.07.22",829,"GVP_H_CG","PGB_H_CG","","","","","",TRUE,TRUE
"2205","CG","18.07.22",831,"PGB_H_CG","X31","","","","","",TRUE,TRUE
"2206","CG","18.07.22",831,"GVP_H_CG","PGB_H_CG","","","","","",TRUE,TRUE
"2207","CG","18.07.22",833,"X53","X31","","","","","",TRUE,TRUE
"2208","CG","18.07.22",833,"X53","GPN_H_CG","","","","","",TRUE,TRUE
"2209","CG","18.07.22",835,"X53","X31","fo<1bdl","","","","",TRUE,TRUE
"2210","CG","18.07.22",835,"X31","BPB_H_CG","","","","","",TRUE,TRUE
"2211","CG","18.07.22",839,"X53","PGB_H_CG","","","","","",TRUE,TRUE
"2212","CG","18.07.22",839,"GBP_H_CG","GPN_H_CG","","","","","",TRUE,TRUE
"2213","CG","18.07.22",840,"GPN_H_CG","PNP_H_CG","","","","","",TRUE,TRUE
"2214","CG","18.07.22",841,"GBP_H_CG","PGB_H_CG","","","","","",TRUE,TRUE
"2215","CG","18.07.22",842,"X53","X31","fo<1bdl","","","","",TRUE,TRUE
"2216","CG","18.07.22",844,"PVB_H_CG","PNP_H_CG","ap[rt]","W","","","",TRUE,TRUE
"2217","CG","18.07.22",846,"PGB_H_CG","PNP_H_CG","","","","","",TRUE,TRUE
"2218","CG","18.07.22",846,"X31","PNP_H_CG","[st.fluff]st.fluff.ap[rt]","","","","",TRUE,TRUE
"2219","CG","18.07.22",847,"GPN_H_CG","NBO_V_BG","jo.bi[voc.ha]","W","","","",TRUE,TRUE
"2220","CG","18.07.22",848,"X53","BPB_H_CG","","","","","",TRUE,TRUE
"2221","CG","18.07.22",848,"PVB_H_CG","X35","fo<1bdl","","","","",TRUE,TRUE
"2222","CG","18.07.22",848,"NBw_H_CG","X31","","","","","",TRUE,TRUE
"2223","CG","18.07.22",852,"PGB_H_CG","X31","","","","","",TRUE,TRUE
"2224","CG","18.07.22",852,"GVP_H_CG","X35","","","","","",TRUE,TRUE
"2225","CG","18.07.22",852,"X35","NBw_H_CG","","","","","",TRUE,TRUE
"2226","CG","18.07.22",854,"X53","MGV_V_BG","","","","","",TRUE,TRUE
"2227","CG","18.07.22",854,"X53","NBw_H_CG","st[rt]","","","","",TRUE,TRUE
"2228","CG","18.07.22",854,"MGV_V_BG","X31","","","","","",TRUE,TRUE
"2229","CG","18.07.22",855,"MGV_V_BG","GPN_H_CG","","","","","",TRUE,TRUE
"2230","CG","18.07.22",858,"X53","GPN_H_CG","","","","","",TRUE,TRUE
"2231","CG","18.07.22",858,"X53","X35","ap.st.fluff[rt]","W","","","",TRUE,TRUE
"2232","CG","18.07.22",902,"GVP_H_CG","NBw_H_CG","","","","","",TRUE,TRUE
"2233","CG","18.07.22",902,"MGV_V_BG","X31","bg[rt]","","","","",TRUE,TRUE
"2234","CG","18.07.22",903,"X53","X31","fo<1bdl","","","","",TRUE,TRUE
"2235","CG","18.07.22",904,"PGB_H_CG","MGV_V_BG","","","","","",TRUE,TRUE
"2236","CG","18.07.22",908,"PGB_H_CG","PVBN_H_CG","","","","","",TRUE,TRUE
"2237","CG","18.07.22",909,"PGB_H_CG","X31","ap[rt]","W","","","",TRUE,TRUE
"2238","CG","18.07.22",909,"X53","MGV_V_BG","st[st]ht.bg[voc.ha]","","","","",TRUE,TRUE
"2239","CG","18.07.22",912,"X53","X35","","","","","",TRUE,TRUE
"2240","CG","18.07.22",913,"GVP_H_CG","NBO_V_BG","","","","","",TRUE,TRUE
"2241","CG","18.07.22",914,"PVBN_H_CG","PNP_H_CG","","","","","",TRUE,TRUE
"2242","CG","18.07.22",915,"GPN_H_CG","PNP_H_CG","","","","","",TRUE,TRUE
"2243","CG","18.07.22",915,"VNG_V_BG","PNP_H_CG","","","","","",TRUE,TRUE
"2244","CG","18.07.22",916,"PVBN_H_CG","BPB_H_CG","","","","","",TRUE,TRUE
"2245","CG","18.07.22",917,"X1","MGV_V_BG","ap[rt]","W","","","",TRUE,TRUE
"2246","CG","18.07.22",919,"X1","NBO_V_BG","","","","","",TRUE,TRUE
"2247","CG","18.07.22",920,"X53","PVB_H_CG","","","","","",TRUE,TRUE
"2248","CG","18.07.22",920,"PVM_H_CG","X35","","","","","",TRUE,TRUE
"2249","CG","18.07.22",923,"GPN_H_CG","NBO_V_BG","","","","","",TRUE,TRUE
"2250","CG","18.07.22",924,"X31","X53","fo<1bdl","","","","",TRUE,TRUE
"2252","CG","18.07.22",927,"PGB_H_CG","MGV_V_BG","ap[voc.ha]","W","","","",TRUE,TRUE
"2253","CG","18.07.22",930,"PMneck_H_CG","VPG_H_CG","fo<1bdl","","","","",TRUE,TRUE
"2254","CG","18.07.22",930,"PMneck_H_CG","PGB_H_CG","","","","","",TRUE,TRUE
"2255","CG","18.07.22",930,"PVBN_H_CG","PVM_H_CG","fo<1bdl","","","","",TRUE,TRUE
"2256","CG","18.07.22",931,"PGM_H_CG","BG_V_BG","","","","","",TRUE,TRUE
"2257","CG","18.07.22",932,"PGB_H_CG","VNG_V_BG","","","","","",TRUE,TRUE
"2258","CG","18.07.22",936,"PGM_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"2259","CG","18.07.22",938,"PGM_H_CG","GPN_H_CG","ht.bg[voc.ha]","W","","","",TRUE,TRUE
"2260","CG","18.07.22",941,"PVM_H_CG","PMneck_H_CG","ap.st[ha]","W","","","",TRUE,TRUE
"2261","CG","18.07.22",943,"PMneck_H_CG","MGV_V_BG","","","","","",TRUE,TRUE
"2262","CG","18.07.22",948,"PGM_H_CG","NBw_H_CG","","","","","",TRUE,TRUE
"2263","CG","18.07.22",949,"BPN_V_CG","PNB_H_CG","","","","","",TRUE,TRUE
"2264","CG","18.07.22",951,"BPN_V_CG","BNw_H_CG","ap.bg[rt]","W","","","",TRUE,TRUE
"2265","CG","18.07.22",951,"PNB_H_CG","MGV_V_BG","bg[rt]","","","","",TRUE,TRUE
"2266","CG","18.07.22",952,"PNB_H_CG","MGV_V_BG","","","","","",TRUE,TRUE
"2267","CG","18.07.22",952,"BNw_H_CG","PNB_H_CG","","","","","",TRUE,TRUE
"2268","CG","18.07.22",953,"BNw_H_CG","MGV_V_BG","","","","","",TRUE,TRUE
"2269","CG","18.07.22",953,"BNw_H_CG","MGV_V_BG","","","","","",TRUE,TRUE
"2270","CG","18.07.22",953,"BPN_V_CG","BNw_H_CG","","","","","",TRUE,TRUE
"2271","CG","18.07.22",954,"PNB_H_CG","OGMV_V_BG","","","","","",TRUE,TRUE
"2272","CG","18.07.22",957,"X11","PNB_H_CG","","","","","",TRUE,TRUE
"2273","CG","18.07.22",957,"PGM_H_CG","GO_V_BG","","","","","",TRUE,TRUE
"2274","CG","18.07.22",958,"PGM_H_CG","PMneck_H_CG","","","","","",TRUE,TRUE
"2275","CG","18.07.22",958,"PMneck_H_CG","NPG_H_CG","","","","","",TRUE,TRUE
"2276","CG","18.07.22",958,"X78","PMneck_H_CG","","","","","",TRUE,TRUE
"2277","CG","18.07.22",959,"X35","PNB_H_CG","","","","","",TRUE,TRUE
"2278","CG","18.07.22",1001,"X78","VNG_V_BG","","","","","",TRUE,TRUE
"2279","CG","18.07.22",1001,"NBw_H_CG","X78","","","","","",TRUE,TRUE
"2280","CG","18.07.22",1001,"PNB_H_CG","VNG_V_BG","","","","","",TRUE,TRUE
"2281","CG","18.07.22",1003,"X78","NPG_H_CG","","","","","",TRUE,TRUE
"2282","CG","18.07.22",1003,"X11","X42","","","","","",TRUE,TRUE
"2283","CG","18.07.22",1006,"X42","PMneck_H_CG","ap.fluff.dis[rt]","W","in tree","","",TRUE,TRUE
"2284","CG","18.07.22",1007,"VNG_V_BG","X42","ap.pr","W","","Y","",TRUE,TRUE
