"","Location","Date","Time","Winner","Loser","Behaviour","Initiator","Comments","Preening","X","W_in_scans","L_in_scans"
"790","CG","09.07.22",832,"GVP_H_CG","PNB_H_CG","ap.bg[ha]","W","","","",TRUE,TRUE
"791","CG","09.07.22",832,"GVP_H_CG","NBP_H_CG","ht.ws[ha]","W","","","",TRUE,TRUE
"792","CG","09.07.22",832,"GVP_H_CG","PNB_H_CG","","","","","",TRUE,TRUE
"793","CG","09.07.22",832,"PNB_H_CG","BNG_V_BG","","","","","",TRUE,TRUE
"794","CG","09.07.22",832,"GVP_H_CG","PNB_H_CG","","","","","",TRUE,TRUE
"795","CG","09.07.22",834,"NBP_H_CG","GPN_H_CG","bg[ha]","","","","",TRUE,TRUE
"796","CG","09.07.22",835,"GVP_H_CG","PVB_H_CG","ht.bg[ha]","W","","","",TRUE,TRUE
"797","CG","09.07.22",835,"PVB_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"798","CG","09.07.22",837,"GVP_H_CG","NBP_H_CG","ap.dis[rt]","W","","","",TRUE,TRUE
"799","CG","09.07.22",838,"GVP_H_CG","VPG_H_CG","ht.bg[ha]","W","","","",TRUE,TRUE
"800","CG","09.07.22",902,"PBV_H_CG","PVB_H_CG","","","","","",TRUE,TRUE
"801","CG","09.07.22",906,"BPN_V_CG","PVB_H_CG","","","","","",TRUE,TRUE
"802","CG","09.07.22",907,"GVP_H_CG","PBV_H_CG","","","","","",TRUE,TRUE
"803","CG","09.07.22",909,"PMneck_H_CG","NBP_H_CG","","","","","",TRUE,TRUE
"804","CG","09.07.22",909,"X11","PMneck_H_CG","ap[rt]","W","","","",TRUE,TRUE
"805","CG","09.07.22",909,"X11","PGV_H_CG","ap[rt]","W","","","",TRUE,TRUE
"806","CG","09.07.22",912,"GPG_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"807","CG","09.07.22",911,"X11","PGM_H_CG","","","","","",TRUE,TRUE
"808","CG","09.07.22",913,"PGP_H_CG","NBP_H_CG","","","","","",TRUE,TRUE
"809","CG","09.07.22",914,"GVP_H_CG","PGP_H_CG","","","","","",TRUE,TRUE
"810","CG","09.07.22",914,"GVP_H_CG","PVB_H_CG","","","","","",TRUE,TRUE
"811","CG","09.07.22",915,"GVP_H_CG","PGM_H_CG","","","","","",TRUE,TRUE
"812","CG","09.07.22",922,"GVP_H_CG","PBG_H_CG","ht.st[ha]","W","","","",TRUE,TRUE
"813","CG","09.07.22",923,"GVP_H_CG","PMneck_H_CG","","","","","",TRUE,TRUE
"814","CG","09.07.22",922,"PBV_H_CG","PVB_H_CG","","","","","",TRUE,TRUE
"815","CG","09.07.22",926,"PMneck_H_CG","PGP_H_CG","","","","","",TRUE,TRUE
"816","CG","09.07.22",926,"PMneck_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"817","CG","09.07.22",928,"X35","PMneck_H_CG","st[ha]","","","","",TRUE,TRUE
"818","CG","09.07.22",928,"PBV_H_CG","GPG_H_CG","ap[rt]","W","","","",TRUE,TRUE
"819","CG","09.07.22",929,"PGM_H_CG","PVG_H_CG","ap[rt]","W","","","",TRUE,TRUE
"820","CG","09.07.22",931,"PBV_H_CG","PGP_H_CG","","","","","",TRUE,TRUE
"821","CG","09.07.22",932,"PGM_H_CG","PVG_H_CG","ht.bg[ha]","W","","","",TRUE,TRUE
"822","CG","09.07.22",937,"PMneck_H_CG","PGP_H_CG","","","","","",TRUE,TRUE
"823","CG","09.07.22",937,"PMneck_H_CG","NBP_H_CG","fa[fo]","W","","","",TRUE,TRUE
"824","CG","09.07.22",944,"BPN_V_CG","GPN_H_CG","","","","","",TRUE,TRUE
"825","CG","09.07.22",945,"PGP_H_CG","GPN_H_CG","ap[ha]ap[ha]","W","","","",TRUE,TRUE
"826","CG","09.07.22",948,"PGM_H_CG","GPN_H_CG","","","","","",TRUE,TRUE
"827","CG","09.07.22",948,"GVP_H_CG","PVG_H_CG","","","","","",TRUE,TRUE
"828","CG","09.07.22",949,"PMneck_H_CG","GPN_H_CG","","","","","",TRUE,TRUE
"829","CG","09.07.22",949,"GVP_H_CG","GPN_H_CG","","","","","",TRUE,TRUE
"830","CG","09.07.22",951,"PGM_H_CG","PVP_H_CG","","","","","",TRUE,TRUE
"831","CG","09.07.22",952,"PGM_H_CG","PMneck_H_CG","ap[rt]","W","","","",TRUE,TRUE
"832","CG","09.07.22",954,"PGM_H_CG","PGP_H_CG","ap[rt]","W","","","",TRUE,TRUE
"833","CG","09.07.22",956,"PBV_H_CG","PVP_H_CG","","","","","",TRUE,TRUE
"834","CG","09.07.22",1000,"PBV_H_CG","PGP_H_CG","","","","","",TRUE,TRUE
"835","CG","09.07.22",1000,"PBV_H_CG","PVP_H_CG","","","","","",TRUE,TRUE
"836","CG","09.07.22",1003,"PVP_H_CG","PMneck_H_CG","ht.bg[ha]","W","","","",TRUE,TRUE
"837","CG","09.07.22",1004,"PBV_H_CG","NPG_H_CG","ap[ha]","W","","","",TRUE,TRUE
"838","CG","09.07.22",1007,"PBV_H_CG","NPG_H_CG","ap[ha]","W","","","",TRUE,TRUE
"839","CG","09.07.22",1026,"NPG_H_CG","PGP_H_CG","","","","","",TRUE,TRUE
"840","CG","09.07.22",1027,"PBV_H_CG","NPG_H_CG","ht.bt[ha]","W","","","",TRUE,TRUE
"841","CG","09.07.22",1027,"PBV_H_CG","PBG_H_CG","","","","","",TRUE,TRUE
"842","CG","09.07.22",1027,"PBV_H_CG","NPG_H_CG","rt[ha]","","","","",TRUE,TRUE
"843","CG","09.07.22",1030,"PGM_H_CG","PGP_H_CG","ap[rt]ap[rt]ap[rt]","W","","","",TRUE,TRUE
"844","CG","09.07.22",1030,"PGM_H_CG","BPN_V_CG","","","","","",TRUE,TRUE
"845","BG","09.07.22",1316,"VON_V_BG","NVB_V_BG","","","","","",TRUE,TRUE
"846","BG","09.07.22",1316,"NVB_V_BG","BVO_V_BG","","","","","",TRUE,TRUE
"847","BG","09.07.22",1317,"OMG_V_BG","VON_V_BG","bg[rt]","","","","",TRUE,TRUE
"848","BG","09.07.22",1317,"OMG_V_BG","VON_V_BG","ap.bg[rt]","W","","","",TRUE,TRUE
"849","BG","09.07.22",1317,"VON_V_BG","NOM_V_BG","ap.dis[rt]","W","","","",TRUE,TRUE
"850","BG","09.07.22",1317,"BVO_V_BG","NVB_V_BG","ap.dis[rt]","W","","","",TRUE,TRUE
"851","BG","09.07.22",1319,"BOV_V_BG","VBV_V_BG","","","","","",TRUE,TRUE
"852","BG","09.07.22",1320,"BOV_V_BG","VGN_V_BG","ap.dis[rt]","W","","","",TRUE,TRUE
"853","BG","09.07.22",1321,"NVB_V_BG","GNV_V_BG","","","","","",TRUE,TRUE
"854","BG","09.07.22",1321,"OMG_V_BG","GNV_V_BG","","","","","",TRUE,TRUE
"855","BG","09.07.22",1322,"VNB_V_BG","VGN_V_BG","ap[voc.rt]","W","","","",TRUE,TRUE
"856","BG","09.07.22",1325,"NVB_V_BG","BN_V_BG","","","","","",TRUE,TRUE
"857","BG","09.07.22",1326,"VON_V_BG","BVO_V_BG","","","","","",TRUE,TRUE
"858","BG","09.07.22",1327,"VON_V_BG","GBM_V_BG","","","","","",TRUE,TRUE
"859","BG","09.07.22",1328,"NVB_V_BG","OM_V_BG","ap.bg[rt]","W","","","",TRUE,TRUE
"860","BG","09.07.22",1328,"NVB_V_BG","OM_V_BG","ap[rt]","W","","","",TRUE,TRUE
"861","BG","09.07.22",1329,"GBV_V_BG","OB_V_BG","ap.bg[rt]","W","","","",TRUE,TRUE
"862","BG","09.07.22",1330,"GBV_V_BG","OB_V_BG","bg[ha]","","","","",TRUE,TRUE
"863","BG","09.07.22",1331,"GNV_V_BG","OB_V_BG","","","","","",TRUE,TRUE
"864","BG","09.07.22",1331,"OBMO_V_BG","GNV_V_BG","ap.bg[bg.ha]","W","","","",TRUE,TRUE
"865","BG","09.07.22",1332,"VON_V_BG","OB_V_BG","ap.st[rt]","W","","","",TRUE,TRUE
"866","BG","09.07.22",1332,"VON_V_BG","OB_V_BG","ap[ha]","W","","","",TRUE,TRUE
"867","BG","09.07.22",1337,"VON_V_BG","GNV_V_BG","","","","","",TRUE,TRUE
"868","BG","09.07.22",1338,"VON_V_BG","GBO_V_BG","ap.bi[voc.rt]","W","","","",TRUE,TRUE
"869","BG","09.07.22",1339,"VON_V_BG","OM_V_BG","","","","","",TRUE,TRUE
"870","BG","09.07.22",1341,"OBMO_V_BG","OB_V_BG","bg[rt]","","","","",TRUE,TRUE
"871","BG","09.07.22",1341,"OBMO_V_BG","VON_V_BG","bg[rt]","","","","",TRUE,TRUE
"872","BG","09.07.22",1341,"VON_V_BG","GNV_V_BG","ap.bg[voc.ha]","","redirect?","","",TRUE,TRUE
"873","BG","09.07.22",1341,"OBMO_V_BG","OB_V_BG","","","","","",TRUE,TRUE
"874","BG","09.07.22",1342,"OBMO_V_BG","GBV_V_BG","ap.dis[rt]","W","","","",TRUE,TRUE
"875","BG","09.07.22",1342,"OBMO_V_BG","GBV_V_BG","ap.bg[rt]","W","","","",TRUE,TRUE
"876","BG","09.07.22",1343,"VON_V_BG","GBV_V_BG","ap.bi[tt.bg.voc]bg[fo]","W","","","",TRUE,TRUE
"877","BG","09.07.22",1345,"MB_V_BG","OB_V_BG","","","","","",TRUE,TRUE
"878","BG","09.07.22",1345,"MB_V_BG","OB_V_BG","ap[ha]","W","","","",TRUE,TRUE
"879","BG","09.07.22",1346,"MB_V_BG","OB_V_BG","","","","","",TRUE,TRUE
"880","BG","09.07.22",1347,"MB_V_BG","OB_V_BG","ap.bg[ha]","W","","","",TRUE,TRUE
"881","BG","09.07.22",1348,"MB_V_BG","OB_V_BG","bg[voc.ha]","","","","",TRUE,TRUE
"882","BG","09.07.22",1348,"MB_V_BG","GNV_V_BG","ap.bg[rt]","W","","","",TRUE,TRUE
"883","BG","09.07.22",1403,"X143","brokenWT","","","","","",TRUE,TRUE
"884","BG","09.07.22",1404,"brokenWT","X48","","","","","",TRUE,TRUE
"885","BG","09.07.22",1405,"brokenWT","BVO_V_BG","bg[ht]","","","","",TRUE,TRUE
"886","BG","09.07.22",1406,"MB_V_BG","BOGV_V_BG","fo<1bdl","","","","",TRUE,TRUE
"887","BG","09.07.22",1408,"BOGV_V_BG","VGV_V_BG","","","","","",TRUE,TRUE
"888","BG","09.07.22",1411,"OGMV_V_BG","BOGV_V_BG","ap[ig]ap.bg[voc.ha]","W","","","",TRUE,TRUE
"889","BG","09.07.22",1411,"BOGV_V_BG","brokenWT","","","","","",TRUE,TRUE
"890","BG","09.07.22",1412,"MB_V_BG","BVO_V_BG","","","","","",TRUE,TRUE
"891","BG","09.07.22",1412,"MB_V_BG","VGV_V_BG","","","","","",TRUE,TRUE
"892","BG","09.07.22",1413,"GMB_V_BG","X48","","","","","",TRUE,TRUE
"893","BG","09.07.22",1414,"OGMV_V_BG","VGV_V_BG","fo<1bdl","","","","",TRUE,TRUE
"894","BG","09.07.22",1414,"BOGV_V_BG","brokenWT","","","","","",TRUE,TRUE
"895","BG","09.07.22",1415,"VGV_V_BG","brokenWT","","","","","",TRUE,TRUE
"896","BG","09.07.22",1417,"BOGV_V_BG","VGV_V_BG","","","","","",TRUE,TRUE
"897","BG","09.07.22",1417,"BOGV_V_BG","VGV_V_BG","","",".","","",TRUE,TRUE
"898","BG","09.07.22",1418,"GMB_V_BG","VGV_V_BG","tt[rt]","W","","","",TRUE,TRUE
"899","BG","09.07.22",1419,"BOGV_V_BG","X48","ht.bg[ha]","W","","","",TRUE,TRUE
"900","BG","09.07.22",1419,"BOGV_V_BG","X48","ap.dis[rt]","W","","","",TRUE,TRUE
"901","BG","09.07.22",1423,"VGV_V_BG","brokenWT","","","","","",TRUE,TRUE
"902","BG","09.07.22",1423,"VGV_V_BG","brokenWT","","","","","",TRUE,TRUE
"903","BG","09.07.22",1423,"VGV_V_BG","brokenWT","jo.bi[voc.ha]","W","","","",TRUE,TRUE
"904","BG","09.07.22",1424,"VNM_V_BG","X143","","","","","",TRUE,TRUE
"905","BG","09.07.22",1430,"VNM_V_BG","brokenWT","[ap]bg[voc.ha]","L","","","",TRUE,TRUE
"906","BG","09.07.22",1433,"VNM_V_BG","X143","","","","","",TRUE,TRUE
"907","BG","09.07.22",1449,"ONO_V_BG","brokenWT","","","","","",TRUE,TRUE
"909","BG","09.07.22",1449,"ONO_V_BG","brokenWT","ap[rt]","W","","","",TRUE,TRUE
"911","BG","09.07.22",1453,"brokenWT","BON_V_BG","","","","","",TRUE,TRUE
"912","BG","09.07.22",1454,"OBV_V_BG","GPB_H_CG","","","","","",TRUE,TRUE
"913","BG","09.07.22",1455,"MG_V_BG","BOGV_V_BG","","","","","",TRUE,TRUE
"914","BG","09.07.22",1456,"O_V_BG","MG_V_BG","","","","","",TRUE,TRUE
"915","BG","09.07.22",1457,"brokenWT","BON_V_BG","","","","","",TRUE,TRUE
"916","BG","09.07.22",1459,"MG_V_BG","BOGV_V_BG","ap.bg[ha]ap[voc.ha]","W","","","",TRUE,TRUE
"917","BG","09.07.22",1500,"GPB_H_CG","ONO_V_BG","","","","","",TRUE,TRUE
"919","BG","09.07.22",1502,"MG_V_BG","OVB_V_BG","","","","","",TRUE,TRUE
"920","BG","09.07.22",1502,"MG_V_BG","ONO_V_BG","","","","","",TRUE,TRUE
"922","BG","09.07.22",1508,"GPB_H_CG","ONO_V_BG","","","","","",TRUE,TRUE
"923","BG","09.07.22",1509,"ONO_V_BG","MB_V_BG","bt[ha]","","","","",TRUE,TRUE
"924","BG","09.07.22",1509,"ONO_V_BG","MB_V_BG","ht[ha]","W","","","",TRUE,TRUE
"925","BG","09.07.22",1510,"ONO_V_BG","OBV_V_BG","bg[rt]","","","","",TRUE,TRUE
"926","BG","09.07.22",1512,"GPB_H_CG","GNV_V_BG","bg[ha]","","","","",TRUE,TRUE
"927","BG","09.07.22",1518,"MG_V_BG","GPB_H_CG","st[st]ht.bg[ht.bg.ha]","","","","",TRUE,TRUE
"928","BG","09.07.22",1519,"BMO_V_BG","OVB_V_BG","bg[ha]","","","","",TRUE,TRUE
"929","BG","09.07.22",1520,"BMO_V_BG","BON_V_BG","ap.bg[ha]","W","","","",TRUE,TRUE
"930","BG","09.07.22",1520,"BMO_V_BG","BON_V_BG","ap.bg[ha]","W",".","","",TRUE,TRUE
"931","BG","09.07.22",1520,"BMO_V_BG","OB_V_BG","","","","","",TRUE,TRUE
"932","BG","09.07.22",1521,"MG_V_BG","GNV_V_BG","","","","","",TRUE,TRUE
"933","BG","09.07.22",1522,"NO_V_BG","VGV_V_BG","tt[ha]","W","","","",TRUE,TRUE
"934","BG","09.07.22",1522,"NGV_V_BG","NO_V_BG","ap.bg[ha]","W","","","",TRUE,TRUE
"935","BG","09.07.22",1522,"BMO_V_BG","OBV_V_BG","ap[rt]","W","","","",TRUE,TRUE
"936","BG","09.07.22",1524,"BMO_V_BG","OBV_V_BG","ap.bg[rt]","W","","","",TRUE,TRUE
"937","BG","09.07.22",1524,"MVO_V_BG","MV_V_BG","","","","","",TRUE,TRUE
"938","BG","09.07.22",1524,"BMO_V_BG","VGN_V_BG","","","","","",TRUE,TRUE
"939","BG","09.07.22",1525,"BMO_V_BG","VGN_V_BG","ap[rt]","W","","","",TRUE,TRUE
"940","BG","09.07.22",1525,"NVO_V_BG","MV_V_BG","","","","","",TRUE,TRUE
"941","BG","09.07.22",1525,"BMO_V_BG","OBV_V_BG","","","","","",TRUE,TRUE
"942","BG","09.07.22",1528,"OVB_V_BG","MB_V_BG","","","","","",TRUE,TRUE
"943","BG","09.07.22",1530,"BMO_V_BG","OVB_V_BG","","","","","",TRUE,TRUE
"944","BG","09.07.22",1530,"BMO_V_BG","NBM_V_BG","","","","","",TRUE,TRUE
"945","BG","09.07.22",1530,"BMO_V_BG","VGN_V_BG","ap[rt]","W","","","",TRUE,TRUE
"946","BG","09.07.22",1531,"BMO_V_BG","BNG_V_BG","ap[rt]","W","","","",TRUE,TRUE
"947","BG","09.07.22",1532,"BNG_V_BG","OVB_V_BG","ap.bg[rt]","W","","","",TRUE,TRUE
"949","BG","09.07.22",1534,"BGO_V_BG","MV_V_BG","","","","","",TRUE,TRUE
"950","BG","09.07.22",1537,"BMO_V_BG","NGV_V_BG","ap[ha]","W","","","",TRUE,TRUE
"951","BG","09.07.22",1538,"BMO_V_BG","OVB_V_BG","","","","","",TRUE,TRUE
"952","BG","09.07.22",1540,"OBV_V_BG","NVO_V_BG","","","","","",TRUE,TRUE
"953","BG","09.07.22",1541,"NGV_V_BG","MV_V_BG","","","","","",TRUE,TRUE
"954","BG","09.07.22",1542,"OBV_V_BG","NVO_V_BG","","","","","",TRUE,TRUE
"955","BG","09.07.22",1548,"NGV_V_BG","BN_V_BG","","","","","",TRUE,TRUE
"956","BG","09.07.22",1548,"BMO_V_BG","OBV_V_BG","","","","","",TRUE,TRUE
"957","BG","09.07.22",1549,"BN_V_BG","OBV_V_BG","","","","","",TRUE,TRUE
"958","BG","09.07.22",1549,"VGV_V_BG","ONO_V_BG","","","","","",TRUE,TRUE
"959","BG","09.07.22",1549,"BN_V_BG","OBV_V_BG","","","","","",TRUE,TRUE
"960","BG","09.07.22",1550,"VGV_V_BG","GNV_V_BG","","","","","",TRUE,TRUE
"961","BG","09.07.22",1553,"MB_V_BG","VBM_V_BG","","","","","",TRUE,TRUE
"962","BG","09.07.22",1553,"MB_V_BG","OB_V_BG","","","","","",TRUE,TRUE
"963","BG","09.07.22",1554,"GNV_V_BG","GPG_H_CG","","","","","",TRUE,TRUE
"964","BG","09.07.22",1554,"BOGV_V_BG","VNM_V_BG","","","","","",TRUE,TRUE
"965","BG","09.07.22",1555,"GNV_V_BG","GPG_H_CG","ap.bg[rt]","W","","","",TRUE,TRUE
"966","BG","09.07.22",NA,"NGV_V_BG","BOGV_V_BG","","","","","",TRUE,TRUE
"967","BG","09.07.22",1558,"BGO_V_BG","GNV_V_BG","","","","","",TRUE,TRUE
"968","BG","09.07.22",1559,"BGO_V_BG","VGV_V_BG","","","","","",TRUE,TRUE
"969","BG","09.07.22",1600,"BGO_V_BG","VGO_V_BG","jo[onback.voc]fo[fo]","W","fly off because of alarm call","","",TRUE,TRUE
"970","BG","09.07.22",1601,"OVB_V_BG","GO_V_BG","","","","","",TRUE,TRUE
"971","BG","09.07.22",1601,"VNB_V_BG","GMO_V_BG","","","","","",TRUE,TRUE
"972","BG","09.07.22",1601,"BG_V_BG","GBV_V_BG","ap.pr.rp","W","","Y","",TRUE,TRUE
"973","BG","09.07.22",1602,"BGO_V_BG","BV_V_BG","tt.bg[ha]","W","","","",TRUE,TRUE
"974","BG","09.07.22",1602,"BV_V_BG","OM_V_BG","","","","","",TRUE,TRUE
"975","BG","09.07.22",1602,"BGO_V_BG","BV_V_BG","jo[voc.ha]","W","","","",TRUE,TRUE
"976","BG","09.07.22",1603,"GMV_V_BG","NVG_V_BG","","","","","",TRUE,TRUE
"978","BG","09.07.22",1605,"GVB_V_BG","OVM_V_BG","","","","","",TRUE,TRUE
"979","BG","09.07.22",1605,"BG_V_BG","NGM_V_BG","","","","","",TRUE,TRUE
"980","BG","09.07.22",1605,"BG_V_BG","BOM_V_BG","","","","","",TRUE,TRUE
"981","BG","09.07.22",1609,"NBG_V_BG","BG_V_BG","biwing[voc.ha]","","","","",TRUE,TRUE
"982","BG","09.07.22",1609,"NBG_V_BG","BMB_V_BG","","","","","",TRUE,TRUE
"986","CG","08.07.22",730,"PVB_H_CG","MPN_H_CG","ap.bg[ha]","W","","","",TRUE,TRUE
"987","CG","08.07.22",731,"PVB_H_CG","MPN_H_CG","","","","","",TRUE,TRUE
"988","CG","08.07.22",732,"PNG_H_CG","PVB_H_CG","ap[rt]","W","","","",TRUE,TRUE
"989","CG","08.07.22",732,"PNG_H_CG","GPB_H_CG","ap[rt]","W","","","",TRUE,TRUE
"990","CG","08.07.22",734,"GVP_H_CG","GPB_H_CG","","","","","",TRUE,TRUE
"991","CG","08.07.22",735,"GVP_H_CG","X5","","","","","",TRUE,TRUE
"992","CG","08.07.22",737,"GBP_H_CG","MPN_H_CG","","","","","",TRUE,TRUE
"993","CG","08.07.22",737,"X5","GPN_H_CG","","","","","",TRUE,TRUE
"994","CG","08.07.22",740,"BPN_V_CG","X5","","","","","",TRUE,TRUE
"995","CG","08.07.22",741,"PVB_H_CG","PVG_H_CG","","","","","",TRUE,TRUE
"996","CG","08.07.22",743,"PVM_H_CG","X5","ht.cd.voc[ha]","W","","","",TRUE,TRUE
"997","CG","08.07.22",743,"MPN_H_CG","GPB_H_CG","cd[voc.ha]","","","","",TRUE,TRUE
"998","CG","08.07.22",749,"PVM_H_CG","PGP_H_CG","","","","","",TRUE,TRUE
"999","CG","08.07.22",751,"PVB_H_CG","VNG_V_BG","","","","","",TRUE,TRUE
"1000","CG","08.07.22",752,"GVP_H_CG","PVM_H_CG","cd[ha]ht.cd[rt]","","","","",TRUE,TRUE
"1001","CG","08.07.22",752,"PNB_H_CG","NBP_H_CG","cd[ha]","","","","",TRUE,TRUE
"1002","CG","08.07.22",753,"PVM_H_CG","PVB_H_CG","fo<1bdl","","","","",TRUE,TRUE
"1003","CG","08.07.22",754,"GVP_H_CG","PBG_H_CG","","","","","",TRUE,TRUE
"1004","CG","08.07.22",754,"PVM_H_CG","X5","","","","","",TRUE,TRUE
"1005","CG","08.07.22",754,"PVB_H_CG","VNG_V_BG","ap[rt]","W","","","",TRUE,TRUE
"1006","CG","08.07.22",757,"X11","GVP_H_CG","ap.bg[rt]","W","","","",TRUE,TRUE
"1007","CG","08.07.22",757,"X11","X5","","","","","",TRUE,TRUE
"1008","CG","08.07.22",758,"PVM_H_CG","BPN_V_CG","st[st]fl[fl]","","","","",TRUE,TRUE
"1009","CG","08.07.22",759,"X11","PBG_H_CG","ap.st[st.bt]ho[voc.ha]","W","","","",TRUE,TRUE
"1010","CG","08.07.22",800,"PGP_H_CG","MPN_H_CG","","","","","",TRUE,TRUE
"1011","CG","08.07.22",802,"PBG_H_CG","GB_H_CG","","","","","",TRUE,TRUE
"1012","CG","08.07.22",803,"MPN_H_CG","GVP_H_CG","","","","","",TRUE,TRUE
"1013","CG","08.07.22",804,"X11","PGP_H_CG","","","","","",TRUE,TRUE
"1014","CG","08.07.22",805,"GVP_H_CG","NBO_V_BG","ho[ha.voc]","W","","","",TRUE,TRUE
"1015","CG","08.07.22",805,"GVP_H_CG","X78","","","","","",TRUE,TRUE
"1016","CG","08.07.22",806,"X11","PGV_H_CG","ap.bg[ha]","W","","","",TRUE,TRUE
"1017","CG","08.07.22",808,"GVP_H_CG","X5","","","","","",TRUE,TRUE
"1018","CG","08.07.22",808,"MPN_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"1019","CG","08.07.22",809,"GVP_H_CG","NBP_H_CG","ap.bi[voc.ha]","W","","","",TRUE,TRUE
"1020","CG","08.07.22",810,"GVP_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"1021","CG","08.07.22",812,"PGV_H_CG","BPG_V_CG","ap.fluff.st[ig]ap.st[rt]st[bc]bc","W","5 ap.voc.bc","","",TRUE,TRUE
"1022","CG","08.07.22",815,"PGP_H_CG","MPN_H_CG","ap.dis","W","","","",TRUE,TRUE
"1023","CG","08.07.22",816,"X78","PGP_H_CG","","","","","",TRUE,TRUE
"1024","CG","08.07.22",816,"PVB_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"1025","CG","08.07.22",817,"X78","GB_H_CG","ap.bg[ha]","W","","","",TRUE,TRUE
"1026","CG","08.07.22",817,"PGP_H_CG","MPN_H_CG","","","","","",TRUE,TRUE
"1027","CG","08.07.22",818,"GB_H_CG","PVB_H_CG","","","","","",TRUE,TRUE
"1028","CG","08.07.22",819,"PGV_H_CG","PVB_H_CG","ap[rt]","W","","","",TRUE,TRUE
"1029","CG","08.07.22",820,"PGV_H_CG","BPG_V_CG","","","","","",TRUE,TRUE
"1030","CG","08.07.22",820,"X78","BP_H_CG","","","","","",TRUE,TRUE
"1031","CG","08.07.22",820,"PGV_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"1032","CG","08.07.22",820,"BPG_V_CG","PGV_H_CG","ws[ha]ap.ws[ha]","","","","",TRUE,TRUE
"1033","CG","08.07.22",821,"PGP_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"1034","CG","08.07.22",822,"X11","PGP_H_CG","ap[rt]","W","","","",TRUE,TRUE
"1035","CG","08.07.22",822,"X11","X5","","","","","",TRUE,TRUE
"1036","CG","08.07.22",824,"BPG_V_CG","PVB_H_CG","","","","","",TRUE,TRUE
"1037","CG","08.07.22",824,"X78","PGP_H_CG","","","","","",TRUE,TRUE
"1038","CG","08.07.22",825,"MPN_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"1039","CG","08.07.22",826,"PGP_H_CG","MPN_H_CG","ap[rt]ap[rt]","W","","","",TRUE,TRUE
"1040","CG","08.07.22",827,"X11","X5","","","","","",TRUE,TRUE
"1041","CG","08.07.22",827,"GVP_H_CG","VBP_H_CG","bg.ht[ha]","","","","",TRUE,TRUE
"1042","CG","08.07.22",828,"PGM_H_CG","BPN_V_CG","ho[ha.voc]","W","","","",TRUE,TRUE
"1043","CG","08.07.22",829,"X78","BPG_V_CG","","","","","",TRUE,TRUE
"1044","CG","08.07.22",830,"GVP_H_CG","PGP_H_CG","","","","","",TRUE,TRUE
"1045","CG","08.07.22",832,"PGM_H_CG","GB_H_CG","ht[ha]hy[ha]","W","","","",TRUE,TRUE
"1046","CG","08.07.22",833,"PGM_H_CG","X78","fa[fa]ap.headtoss.fa[fo]","","","","",TRUE,TRUE
"1047","CG","08.07.22",834,"GVP_H_CG","MPN_H_CG","","","","","",TRUE,TRUE
"1048","CG","08.07.22",837,"GB_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"1049","CG","08.07.22",838,"PVG_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"1050","CG","08.07.22",839,"PVG_H_CG","VPG_H_CG","ap[rt]","W","","","",TRUE,TRUE
"1051","CG","08.07.22",839,"MPN_H_CG","NBO_V_BG","ap[rt]","W","","","",TRUE,TRUE
"1052","CG","08.07.22",842,"GVP_H_CG","MPN_H_CG","ap.bg[rt]","W","","","",TRUE,TRUE
"1053","CG","08.07.22",845,"X35","PVB_H_CG","fo<1bdl","","","","",TRUE,TRUE
"1054","CG","08.07.22",845,"GVP_H_CG","NBO_V_BG","ap.bg[ha]","W","","","",TRUE,TRUE
"1055","CG","08.07.22",845,"GVP_H_CG","MPN_H_CG","","","","","",TRUE,TRUE
"1056","CG","08.07.22",846,"X35","MPN_H_CG","","","","","",TRUE,TRUE
"1057","CG","08.07.22",847,"GVP_H_CG","BNw_H_CG","","","","","",TRUE,TRUE
"1058","CG","08.07.22",847,"GVP_H_CG","NBO_V_BG","","","","","",TRUE,TRUE
"1059","CG","08.07.22",847,"MPN_H_CG","NBO_V_BG","","","","","",TRUE,TRUE
"1060","CG","08.07.22",848,"GVP_H_CG","PVB_H_CG","ht.bg[ha]","W","","","",TRUE,TRUE
"1061","CG","08.07.22",855,"GVP_H_CG","BPN_V_CG","fa[fo]","W","","","",TRUE,TRUE
"1062","CG","08.07.22",NA,"GVP_H_CG","PVB_H_CG","fa[fp]","W","","","",TRUE,TRUE
"1063","CG","08.07.22",901,"GVP_H_CG","PBG_H_CG","","","","","",TRUE,TRUE
"1064","CG","08.07.22",902,"GVP_H_CG","PBG_H_CG","","","","","",TRUE,TRUE
"1065","CG","08.07.22",903,"PBG_H_CG","VPG_H_CG","","","","","",TRUE,TRUE
"1066","CG","08.07.22",903,"PBG_H_CG","X35","fa.bg[fo]","W","","","",TRUE,TRUE
