Location,Date,Time,Winner,Loser,Behaviour,Initiator,Comments,Preening,
CG,08.07.22,906,PBG_H_CG,PGM_H_CG,,,,,
CG,08.07.22,906,PBG_H_CG,PVM_H_CG,,,,,
CG,08.07.22,907,PBG_H_CG,PVB_H_CG,,,,,
CG,08.07.22,908,35,BMPMP,,,,,
CG,08.07.22,908,GVP_H_CG,VPG_H_CG,,,,,
CG,08.07.22,910,GVP_H_CG,VPG_H_CG,,,,,
CG,08.07.22,913,PBG_H_CG,PNB_H_CG,ap.dis[rt],W,,,
CG,08.07.22,914,GVP_H_CG,PBG_H_CG,,,,,
CG,08.07.22,916,PGM_H_CG,PGN_H_CG,,,,,
CG,08.07.22,916,PNB_H_CG,VPG_H_CG,,,,,
CG,08.07.22,917,PBG_H_CG,BPB_H_CG,ap.dis[rt],W,,,
CG,08.07.22,917,GVP_H_CG,PGM_H_CG,,,,,
CG,08.07.22,918,GPN_H_CG,NBO_V_BG,,,,,
CG,08.07.22,919,GPN_H_CG,NBO_V_BG,ht.bg[ha],W,,,
CG,08.07.22,919,GVP_H_CG,PNB_H_CG,,,,,
CG,08.07.22,919,GVP_H_CG,VPG_H_CG,,,,,
CG,08.07.22,920,PNB_H_CG,NVP_H_CG,ws[ha],,at ~ 1m,,
CG,08.07.22,921,PGP_H_CG,BPM_H_CG,,,,,
CG,08.07.22,924,GVP_H_CG,PVB_H_CG,,,,,
CG,08.07.22,924,GVP_H_CG,35,,,,,
CG,08.07.22,924,GVP_H_CG,PGM_H_CG,,,,,
CG,08.07.22,925,PGM_H_CG,PMN_H_CG,,,,,
CG,08.07.22,926,GVP_H_CG,PMN_H_CG,,,,,
CG,08.07.22,926,GVP_H_CG,PMN_H_CG,,,,,
CG,08.07.22,926,GOP_V_BG,PMB_H_CG,,,,,
CG,08.07.22,926,PGB_H_CG,PMB_H_CG,,,,,
CG,08.07.22,927,NPG_H_CG,PMB_H_CG,,,,,
CG,08.07.22,928,PNB_H_CG,PMB_H_CG,,,,,
CG,08.07.22,928,PBV_H_CG,NPG_H_CG,,,,,
CG,08.07.22,928,PBV_H_CG,PGB_H_CG,,,,,
CG,08.07.22,929,GPN_H_CG,PMN_H_CG,,,,,
CG,08.07.22,930,GVP_H_CG,GPN_H_CG,,,,,
CG,08.07.22,930,GPN_H_CG,PGB_H_CG,,,,,
CG,08.07.22,933,PGM_H_CG,PMB_H_CG,ht.bg[voc.ha],W,,,
CG,08.07.22,934,PMneck_H_CG,PVBsm_H_CG,,,,,
CG,08.07.22,935,PMneck_H_CG,PVBN_H_CG,,,,,
CG,08.07.22,935,GVP_H_CG,PGB_H_CG,,,,,
CG,08.07.22,935,GVP_H_CG,PGB_H_CG,,,,,
CG,08.07.22,935,GVP_H_CG,PVP_H_CG,,,,,
CG,08.07.22,936,PGB_H_CG,PVP_H_CG,,,,,
CG,08.07.22,936,GVP_H_CG,PGB_H_CG,,,,,
CG,08.07.22,938,PGM_H_CG,PMV_H_CG,,,,,
CG,08.07.22,938,PGM_H_CG,GOB_V_BG,,,,,
CG,08.07.22,939,PGM_H_CG,PVP_H_CG,ap.bg[ha],W,,,
CG,08.07.22,940,PVM_H_CG,VPN_H_CG,pr.ps[pr.ps]pr,,,Y,
CG,08.07.22,940,PGB_H_CG,NPG_H_CG,,,,,
CG,08.07.22,941,GPN_H_CG,MP_H_CG,,,,,
CG,08.07.22,946,PGM_H_CG,PBG_H_CG,,,,,
CG,08.07.22,946,PGM_H_CG,GOB_H_CG,,,,,
CG,08.07.22,946,PGM_H_CG,NPG_H_CG,fa[voc.ha],W,,,
CG,08.07.22,947,PGM_H_CG,NVP_H_CG,,,,,
CG,08.07.22,947,NPG_H_CG,GOB_V_BG,,,,,
CG,08.07.22,948,GVP_H_CG,PMB_H_CG,,,,,
CG,08.07.22,948,PMN_H_CG,PNB_H_CG,,,,,
CG,08.07.22,953,GVP_H_CG,PVP_H_CG,,,,,
CG,08.07.22,954,GBw_H_CG,GPN_H_CG,,,,,
CG,08.07.22,954,GVP_H_CG,PMP_H_CG,,,,,
CG,08.07.22,954,GVP_H_CG,PMneck_H_CG,,,,,
CG,08.07.22,955,PGB_H_CG,GBw_H_CG,ap[rt],W,,,
CG,08.07.22,956,BNw_H_CG,NVP_H_CG,,,,,
CG,08.07.22,957,PMneck_H_CG,NPG_H_CG,,,,,
CG,08.07.22,957,GVP_H_CG,PBG_H_CG,,,,,
CG,08.07.22,957,PVM_H_CG,PGM_H_CG,st[st.rt],,,,
CG,08.07.22,958,PVG_H_CG,NPG_H_CG,,,,,
CG,08.07.22,1000,PVM_H_CG,PGM_H_CG,st[st]bg.st[st]bt[ha],,,,
CG,08.07.22,1002,PGM_H_CG,NBw_H_CG,_,,,,
CG,08.07.22,1002,PGB_H_CG,GOB_V_BG,,,,,
CG,08.07.22,1003,PGB_H_CG,PM_H_CG,,,,,
CG,08.07.22,1003,PGB_H_CG,NPG_H_CG,,,,,
CG,08.07.22,1003,PMN_H_CG,GOB_V_BG,,,,,
CG,08.07.22,1006,PGB_H_CG,GPN_H_CG,,,,,
CG,08.07.22,1006,PNB_H_CG,GOB_V_BG,,,,,
CG,08.07.22,1007,NBw_H_CG,PVP_H_CG,,,,,
CG,08.07.22,1008,42,PGB_H_CG,,,,,
CG,08.07.22,1009,PVM_H_CG,PGB_H_CG,,,,,
CG,08.07.22,1011,PGB_H_CG,PNB_H_CG,ap[rt],W,,,
CG,08.07.22,1012,42,PNB_H_CG,ap.bg[ha],W,,,
CG,08.07.22,1012,GBP_H_CG,NBw_H_CG,,,,,
CG,08.07.22,1013,PVM_H_CG,NBw_H_CG,ht.bg[voc.ha],W,,,
CG,08.07.22,1013,35,MP_H_CG,,,,,
CG,08.07.22,1014,35,MP_H_CG,ap.bg[rt],W,,,
CG,08.07.22,1014,42,PGB_H_CG,,,,,
CG,08.07.22,1014,NVP_H_CG,VNG_H_CG,,,,,
CG,08.07.22,1015,PGB_H_CG,PNB_H_CG,,,,,
CG,08.07.22,1015,PVM_H_CG,PGB_H_CG,,,,,
CG,08.07.22,1015,35,PMP_H_CG,ht[voc.ha],W,,,
CG,08.07.22,1016,35,PNB_H_CG,st[st.rt],,,,
CG,08.07.22,1016,NBw_H_CG,PVBsm_H_CG,,,,,
CG,08.07.22,1016,35,PMP_H_CG,ap.bg[ha],W,,,
CG,08.07.22,1017,35,BPB_H_CG,,,,,
CG,08.07.22,1019,PNP_H_CG,BP_H_CG,ho.bi[sc.ha],W,,,
CG,08.07.22,1019,BNw_H_CG,PNB_H_CG,voc.ws[ha]ap[rt],,,,
CG,08.07.22,1020,MP_H_CG,PVBsm_H_CG,,,,,
CG,08.07.22,1022,MP_H_CG,PNB_H_CG,,,,,
CG,08.07.22,1022,BPN_H_CG,GBP_H_CG,,,,,
CG,08.07.22,1023,42,PMP_H_CG,fo<1bdl,,,,
CG,08.07.22,1023,GBP_H_CG,PMP_H_CG,,,,,
CG,08.07.22,1024,35,PMP_H_CG,,,,,
CG,08.07.22,1024,PMP_H_CG,NVP_H_CG,ap.bg[ha],W,,,
CG,08.07.22,1024,BPN_H_CG,42,,,,,
CG,08.07.22,1025,GVP_H_CG,NBw_H_CG,,,,,
CG,08.07.22,1025,GVP_H_CG,PNB_H_CG,ht.bg[ha],W,,,
CG,08.07.22,1026,42,PVBsm_H_CG,,,,,
CG,08.07.22,1026,GVP_H_CG,35,,,,,
CG,08.07.22,1027,NBw_H_CG,MP_H_CG,,,,,
CG,08.07.22,1028,GVP_H_CG,PVM_H_CG,,,,,
CG,08.07.22,1029,35,VNG_H_CG,,,,,
CG,08.07.22,1029,35,PNB_H_CG,,,,,
BG,07.07.22,1428,BON_V_BG,OVG_V_BG,ap.ps[pr]sg.sc.ag[ag]sg[sg]rt,,,Y,
BG,30.06.22,1316,35,MNG_V_BG,ap[rt],W,,,
BG,30.06.22,1316,35,MNG_V_BG,ap[rt],W,,,
BG,30.06.22,1316,35,ONG_V_BG,ap[ha],W,,,
BG,30.06.22,1316,OVG_H_CG,BON_V_BG,ap[rt],W,,,
BG,30.06.22,1316,35,ONG_V_BG,ap[rt],W,,,
BG,30.06.22,1316,OVG_V_BG,35,,,,,
BG,30.06.22,1320,BON_V_BG,PVB_V_BG,ap.bg[rt],W,,,
BG,30.06.22,1322,BON_V_BG,ONG_V_BG,tt[ha],,,,
BG,30.06.22,1322,OVG_V_BG,NVN_V_BG,ap.bg[ha],W,,,
BG,30.06.22,1323,OVG_V_BG,BON_V_BG,fo<1bdl,,,,
BG,30.06.22,1323,OVG_V_BG,BON_V_BG,fo<1bdl.bg.ap[rt],,"same as previous, separated for ease of analysis",,
BG,30.06.22,1324,35,NVN_V_BG,ap[rt],W,,,
BG,30.06.22,1327,ONG_V_BG,NBM_V_BG,ap[rt],W,,,
BG,30.06.22,1328,VBM_V_BG,NBM_V_BG,ap.bg[voc.ha],W,,,
BG,30.06.22,1328,VBM_V_BG,ONG_V_BG,ap[rt],W,,,
BG,30.06.22,1328,Nsh_V_BG,VBN_V_BG,[ap]bg[rt],L,,,
BG,30.06.22,1329,Nsh_V_BG,NBM_V_BG,,,,,
BG,30.06.22,1330,BOV_V_BG,OGV_V_BG,ap[rt],W,,,
BG,30.06.22,131,OGB_V_BG,OBM_V_BG,fo<1bdl,,,,
BG,30.06.22,1331,OGB_V_BG,NBN_V_BG,bg[ha],,,,
BG,30.06.22,1332,35,Nsh_V_BG,bc[bc]bg.ht[ha],,,,
BG,30.06.22,1332,GNV_V_BG,GBM_V_BG,,,,,
BG,30.06.22,1334,OGB_V_BG,VNG_V_BG,,,,,
BG,30.06.22,1334,OBM_V_BG,VBM_V_BG,,,,,
BG,30.06.22,1334,VPM_V_BG,OGB_V_BG,,,,,
BG,30.06.22,1334,ONG_V_BG,MGBsm_V_BG,,,,,
BG,30.06.22,1409,ONB_V_BG,BOV_V_BG,ws[ws]ht[ha],,,,
BG,30.06.22,1409,PMG_V_BG,OBG_V_BG,ap[rt]ap.bg[ha],W,,,
BG,30.06.22,1409,VBV_V_BG,PVM_V_BG,,,,,
BG,30.06.22,1410,VB_V_BG,PVM_V_BG,,,,,
BG,30.06.22,1412,MBneck_V_BG,BOG_V_BG,[ps]pr.ap[apr.pr],,head tree,Y,
BG,30.06.22,1413,ONV_V_BG,NO_V_BG,ap[ig],,,,
BG,30.06.22,1413,PMG_V_BG,VBV_V_BG,,,,,
BG,30.06.22,1413,OMV_V_BG,PVB_V_BG,,,,,
BG,30.06.22,1415,GOG_V_BG,GO_V_BG,,,,,
BG,30.06.22,1419,OMV_V_BG,NO_V_BG,,,,,
BG,30.06.22,1421,PMG_V_BG,MVG_V_BG,pr.ps[ig]pr.ps[pr.ps]pr.rt,,head ground,Y,
BG,30.06.22,1422,OBMO_V_BG,GVN_V_BG,ho[voc.ha],W,,,
BG,30.06.22,1430,2,ONB_V_BG,bg[rt],,,,
BG,30.06.22,1430,2,MBG_V_BG,,,,,
BG,30.06.22,1430,VNG_V_BG,MBneck_V_BG,,,,,
BG,30.06.22,1431,OGMV_V_BG,OV_V_BG,,,,,
BG,30.06.22,1431,2,VGV_V_BG,,,,,
BG,30.06.22,1432,2,MBG_V_BG,st[st]ap[rt],,,,
BG,30.06.22,1433,OBV_V_BG,VGN_V_BG,,,,,
BG,30.06.22,1434,OGB_V_BG,GVN_V_BG,,,,,
BG,30.06.22,1434,GNV_V_BG,OGB_V_BG,,,,,
BG,30.06.22,1435,NBG_V_BG,BOV_V_BG,,,,,
BG,30.06.22,1438,GVN_V_BG,NO_V_BG,,,,,
BG,30.06.22,1440,ON_V_BG,2,pr,,head tree,Y,
BG,30.06.22,,2,OGN_V_BG,pr,,head tree,Y,
BG,30.06.22,1447,NGV_V_BG,GVN_V_BG,,,,,
BG,30.06.22,1448,OBV_V_BG,OGM_V_BG,pr[pr]rp.pr.rt[ap.ps]pr.rt,,,Y,
BG,30.06.22,1449,OBV_V_BG,OGM_V_BG,pr,,,Y,
BG,30.06.22,1450,OBV_V_BG,OV_V_BG,ap[rt],W,,,
BG,30.06.22,1452,NGV_V_BG,OBV_V_BG,,,,,
BG,30.06.22,1452,MON_V_BG,GVN_V_BG,,,,,
BG,30.06.22,1453,2,BGM_V_BG,,,,,
BG,30.06.22,1453,NGV_V_BG,VBV_V_BG,,,,,
BG,30.06.22,1454,NGV_V_BG,VBV_V_BG,,,,,
BG,30.06.22,1454,VBV_V_BG,VB_V_BG,,,,,
BG,30.06.22,1454,NGV_V_BG,BGM_V_BG,ap.bg[rt],W,,,
BG,30.06.22,1455,BOV_V_BG,VGV_V_BG,,,,,
BG,30.06.22,1455,NGV_V_BG,BVG_V_BG,,,,,
BG,30.06.22,1455,VGV_V_BG,OBV_V_BG,,,,,
BG,30.06.22,1457,NO_V_BG,VGV_V_BG,,,,,
BG,30.06.22,1457,NO_V_BG,MON_V_BG,,,,,
BG,30.06.22,1458,VGV_V_BG,MVG_V_BG,ap[ha]ap.ps[pr],W,,Y,
BG,30.06.22,1458,VGV_V_BG,MVG_V_BG,ht[ha],W,,,
BG,30.06.22,1458,BV_V_BG,BMB_V_BG,,,,,
BG,30.06.22,1458,BMB_V_BG,VGV_V_BG,,,,,
BG,30.06.22,1459,NGV_V_BG,BMB_V_BG,,,,,
BG,30.06.22,1501,NGV_V_BG,VBV_V_BG,bg[ha],,,,
BG,30.06.22,1337,OGB_V_BG,ONB_V_BG,ht.ws[ha],W,,,
BG,30.06.22,1338,52,VMO_V_BG,pr[pr],,head ground,Y,
BG,30.06.22,1338,OGMV_V_BG,VBM_V_BG,,,,,
BG,30.06.22,1339,OGMV_V_BG,BNG_V_BG,,,,,
BG,30.06.22,1341,OMG_V_BG,GVN_V_BG,bg[ha]ap[rt],,,,
BG,30.06.22,1341,OBMO_V_BG,VBM_V_BG,,,,,
BG,30.06.22,1342,52,MBneck_V_BG,bg[ha],,,,
BG,30.06.22,1342,GVN_V_BG,BMV_V_BG,bg[voc.bg]st[st.ha],,,,
BG,30.06.22,1343,OBMO_V_BG,BVG_V_BG,bg[ig]ig,,undecided,,
BG,30.06.22,1343,OBV_V_BG,NO_V_BG,,,,,
BG,30.06.22,1344,52,Nneck_V_BG,,,,,
BG,30.06.22,1348,VB_V_BG,VBM_V_BG,,,,,
BG,30.06.22,1348,VB_V_BG,BNG_V_BG,bg[rt],,,,
BG,30.06.22,1351,MGV_V_BG,OVM_V_BG,jo[onback.voc.fo]cd.voc.ws,W,,,
BG,30.06.22,1351,PMG_V_BG,BV_V_BG,st[st.rt],,,,
BG,30.06.22,1351,BNG_V_BG,GVN_V_BG,,,,,
BG,30.06.22,1352,PMG_V_BG,GNV_V_BG,,,,,
BG,30.06.22,1354,BNG_V_BG,MGV_V_BG,st[st.rt]ap.st[st],,interferred by BV_V_BG,,
BG,30.06.22,1354,BV_V_BG,MGV_V_BG,,,,,
BG,30.06.22,1354,BV_V_BG,BVG_V_BG,,,,,
BG,30.06.22,1354,OBMO_V_BG,BVG_V_BG,,,,,
BG,30.06.22,1354,BV_V_BG,OBMO_V_BG,,,,,
BG,30.06.22,1354,OBMO_V_BG,PMB_H_CG,,,,,
BG,30.06.22,1354,BV_V_BG,VBV_V_BG,ap.pr[pr.ps]pr.ps[ig]pr.bg[ht],,ground head,Y,
BG,30.06.22,1400,GVN_V_BG,VGV_V_BG,[pr]pr[ps]pr,,ground head,Y,
BG,30.06.22,1400,MGV_V_BG,PVM_H_CG,,,,,
BG,30.06.22,1403,GO_V_BG,GMV_V_BG,,,,,
BG,30.06.22,1502,GO_V_BG,BMB_V_BG,,,,,
BG,30.06.22,1502,BMB_V_BG,MON_V_BG,ap.st[rt]rt,W,,,
BG,30.06.22,1502,VBV_V_BG,GO_V_BG,,,,,
BG,30.06.22,1509,NGV_V_BG,PVM_H_CG,,,,,
CG,30.06.22,732,11,NBwing_H_CG,ap.st[rt],W,,,
CG,30.06.22,732,11,NBwing_H_CG,ap[rt],W,,,
CG,30.06.22,733,11,42,[ap.st]st.fa[fo],L,,,
CG,30.06.22,734,VNG_H_CG,MNG_V_BG,,,,,
CG,30.06.22,734,Mwing_H_CG,MNG_V_BG,,,,,
CG,30.06.22,736,35,PVB_H_CG,fo<1bdl,,,,
CG,30.06.22,738,GBO_V_BG,GPN_V_BG,,,,,
CG,30.06.22,738,GPV_V_BG,35,,,,,
CG,30.06.22,739,GPV_V_BG,PVB_V_BG,,,,,
CG,30.06.22,742,PGM_V_BG,NBO_V_CG,,,,,
CG,30.06.22,743,11,42,[ap.st]st[ha],L,,,
CG,30.06.22,744,4,PNG_H_CG,ap[rt],W,,,
CG,30.06.22,745,11,42,ap.st[ha],W,,,
CG,30.06.22,745,11,42,ht.tp[ha],W,,,
CG,30.06.22,745,11,PNG_H_CG,st[ha],,,,
CG,30.06.22,746,11,PMB_H_CG,ap[rt],W,,,
CG,30.06.22,747,PNG_H_CG,PNB_H_CG,ap.voc[pr],,head ground,Y,
CG,30.06.22,748,GBP_H_CG,5,,,,,
CG,30.06.22,748,GBP_H_CG,PVB_H_CG,,,,,
CG,30.06.22,749,NPG_H_CG,VNG_H_CG,,,,,
CG,30.06.22,752,GVP_H_CG,BNwing_H_CG,,,,,
CG,30.06.22,752,GVP_H_CG,PVP_H_CG,ht.cd[voc.ha],W,,,
CG,30.06.22,755,PGV_H_CG,PVP_H_CG,,,,,
CG,30.06.22,755,PVB_H_CG,NBO_V_CG,ap[ha],W,,,
CG,30.06.22,757,PGM_H_CG,PNP_H_CG,ht.bg[voc.ha],W,,,
CG,30.06.22,758,2,42,ap.st[rt],W,,,
CG,30.06.22,759,PBV_H_CG,PGB_H_CG,,,,,
CG,30.06.22,759,GVG_H_CG,GBO_H_CG,,,,,
CG,30.06.22,800,GVP_H_CG,42,fa[fo],W,,,
CG,30.06.22,802,NPG_H_CG,MPN_H_CG,ap[ha],W,,,
CG,30.06.22,802,NPG_H_CG,MPN_H_CG,ap[rt],W,,,
CG,30.06.22,802,PGV_H_CG,PVP_H_CG,ap[rt],W,,,
CG,30.06.22,804,GVP_H_CG,GVG_V_BG,ht.bi[voc.ha],W,,,
CG,30.06.22,806,GVP_H_CG,GVG_V_BG,ap.bg[rt]ap.bg[rt],W,,,
CG,30.06.22,806,GVP_H_CG,GBO_V_BG,,,,,
CG,30.06.22,807,GVP_H_CG,42,,,,,
CG,30.06.22,808,PNB_H_CG,MPN_H_CG,cd.ht.bg[voc.ha],,,,
CG,30.06.22,809,PNB_H_CG,Mwing_H_CG,ws.ht[ha],,,,
CG,30.06.22,,78,NBP_H_CG,ap[rt]ht.bg[fo],W,,,
CG,30.06.22,813,78,VNG_V_BG,,,,,
CG,30.06.22,813,PNG_H_CG,GNB_V_BG,,,,,
CG,30.06.22,814,35,PNG_H_CG,ap.bg[rt],W,,,
CG,30.06.22,814,GVP_H_CG,GBO_V_BG,,,,,
CG,30.06.22,815,GVP_H_CG,PNG_H_CG,ht.bg[ha],W,,,
CG,30.06.22,815,PNG_H_CG,GVG_V_BG,,,,,
CG,30.06.22,816,GVP_H_CG,GBO_V_BG,ap.bi[voc.ha],W,,,
CG,30.06.22,818,BNwing_H_CG,PVP_H_CG,,,,,
CG,30.06.22,823,PGN_H_CG,PGB_H_CG,,,,,
CG,30.06.22,824,42,PNG_H_CG,,,,,
CG,30.06.22,824,35,GVG_V_BG,,,,,
CG,30.06.22,824,35,NBwing_H_CG,ap.bg[rt],W,,,
CG,30.06.22,825,42,PNG_H_CG,ap[rt],W,,,
CG,30.06.22,827,BPN_H_CG,PGB_H_CG,,,,,
CG,30.06.22,827,PGB_H_CG,PNO_H_CG,bg[rt],,,,
CG,30.06.22,829,MPN_H_CG,PVB_H_CG,bg[rt],,,,
CG,30.06.22,829,GPN_H_CG,NPN_H_CG,ap[ha],W,,,
CG,30.06.22,835,GVG_H_CG,PVB_H_CG,ht.bg[ha],W,,,
CG,30.06.22,838,42,PBV_H_CG,ap.bt[rt],W,,,
CG,30.06.22,839,PM_H_CG,MNG_V_BG,jo[sc.ha],W,,,
CG,30.06.22,840,PNB_H_CG,NVP_H_CG,fa[voc.ha],W,,,
CG,30.06.22,846,GVP_H_CG,PNB_H_CG,fa[voc.ha],W,,,
CG,30.06.22,847,GVP_H_CG,BPB_H_CG,,,,,
CG,30.06.22,849,PGB_H_CG,PVG_H_CG,,,,,
CG,30.06.22,852,PNB_H_CG,PVB_H_CG,,,,,
CG,30.06.22,853,PVG_H_CG,39,,,,,
CG,30.06.22,853,GBO_V_BG,39,,,,,
CG,30.06.22,902,BNwing_H_CG,GPN_H_CG,,,,,
CG,30.06.22,902,PM_H_CG,PNB_H_CG,,,,,
CG,30.06.22,903,PM_H_CG,GPN_H_CG,,,,,
CG,30.06.22,903,BNwing_h_cg,GPN_H_CG,,,,,
CG,30.06.22,904,GPB_H_CG,GBO_V_BG,ap.bt[bg]bg[ha],W,,,
CG,30.06.22,904,PGB_H_CG,MNG_V_BG,ap[rt],W,,,
CG,30.06.22,905,PM_H_CG,MNG_V_BG,,,,,
CG,30.06.22,906,BNwing_H_CG,35,tt[ha],W,,,
CG,30.06.22,906,GPN_H_CG,PGB_H_CG,,,,,
CG,30.06.22,908,PGB_H_CG,39,ht[ha],W,,,
CG,30.06.22,910,PNB_H_CG,GVG_V_BG,st.tt[ha],,,,
CG,30.06.22,910,PGB_V_BG,39,,,,,
CG,30.06.22,912,35,GPN_H_CG,,,,,
CG,30.06.22,912,35,39,ap[rt],W,,,
CG,30.06.22,912,35,PNG_H_CG,ap.bt[ha],W,,,
CG,30.06.22,914,PVG_H_CG,39,fa.bi[voc.fo],W,,,
CG,30.06.22,918,GVP_H_CG,PVB_H_CG,,,,,
CG,30.06.22,918,GVP_H_CG,42,fa[fo],W,,,
CG,30.06.22,918,39,VNG_H_CG,ap[rt],W,,,
CG,30.06.22,918,GVP_H_CG,39,ht.bg[ha],W,,,
CG,30.06.22,919,PM_H_CG,GVG_H_CG,,,,,
CG,30.06.22,925,PGM_H_CG,NBP_H_CG,,,,,
CG,30.06.22,926,42,35,ap[rt],W,,,
CG,30.06.22,927,MVP_H_CG,MNG_V_CG,,,,,
CG,30.06.22,927,GBP_H_CG,MVP_H_CG,,,,,
CG,30.06.22,927,GBP_H_CG,MNG_V_BG,,,,,
CG,30.06.22,927,GBP_H_CG,PM_H_CG,,,,,
CG,30.06.22,927,PM_H_CG,MNG_V_BG,bt[rt],,,,
CG,30.06.22,928,GBP_H_CG,PVB_H_CG,ap[rt],W,,,
CG,30.06.22,928,42,PVP_H_CG,ap[rt],W,,,
CG,30.06.22,928,GBP_H_CG,MVP_H_CG,ap[rt],W,,,
CG,30.06.22,929,PM_H_CG,MP_H_CG,ap[ha],W,,,
CG,30.06.22,929,GBP_H_CG,MVP_H_CG,ap[ha],W,,,
CG,30.06.22,929,NBP_H_CG,BPB_H_CG,ap[ha],W,,,
CG,30.06.22,929,MP_H_CG,BPB_H_CG,ap.bg[ha],W,,,
CG,30.06.22,929,PVN_H_CG,PVG_H_CG,ap[ha],W,,,
CG,30.06.22,933,GBO_V_BG,PVG_H_CG,ap[rt],W,,,
CG,30.06.22,933,GBO_V_BG,PVG_H_CG,ap[ha],W,,,
CG,30.06.22,934,GPN_H_CG,PNB_H_CG,bg[rt],,,,
CG,30.06.22,935,PGB_H_CG,NPM_H_CG,,,,,
CG,30.06.22,936,MOB_V_BG,NPM_H_CG,,,,,
CG,30.06.22,939,PGM_H_CG,PM_H_CG,fa[fo],W,,,
CG,30.06.22,939,PM_H_CG,NPN_H_CG,,,,,
CG,30.06.22,940,NPG_H_CG,MNG_V_BG,,,,,
CG,30.06.22,940,PMG_H_CG,MOB_V_BG,,,,,
CG,30.06.22,941,PM_H_CG,VNP_H_CG,,,,,
CG,30.06.22,944,GVP_H_CG,PMG_H_CG,,,,,
CG,30.06.22,945,GPG_H_CG,GOG_V_BG,ap[rt],W,,,
CG,30.06.22,949,PNG_H_CG,PBP_H_CG,la[voc.ha],W,,,
CG,30.06.22,949,NPV_H_CG,78,bg[ha],,,,
CG,30.06.22,950,VPG_H_CG,GPN_H_CG,,,,,
CG,30.06.22,953,1,MVP_H_CG,bg[rt],,,,
CG,30.06.22,953,VPG_H_CG,PMP_H_CG,ap.bg[rt],W,,,
CG,30.06.22,953,PGM_H_CG,PVP_H_CG,,,,,
CG,30.06.22,954,1,78,ap[rt],W,,,
CG,30.06.22,954,GPN_H_CG,PNG_H_CG,,,,,
CG,30.06.22,954,1,78,ap.bg[rt],W,,,
CG,30.06.22,955,PGB_H_CG,PMB_H_CG,ap[rt],,,,
CG,30.06.22,955,PM_H_CG,40,ws.ht[ha]ws.ht[ha],,,,
CG,30.06.22,958,GBP_H_CG,78,jo[voc.ja],W,,,
CG,30.06.22,958,BNG_V_BG,GVG_V_BG,ap.bg[ha],W,,,
CG,30.06.22,959,PGM_V_BG,40,,,,,
CG,30.06.22,1000,PVG_H_CG,MOB_V_BG,bg[ha],,,,
CG,30.06.22,1001,PBV_H_CG,2,,,,,
CG,30.06.22,1007,1,BGP_H_CG,fa[ha],W,,,
CG,30.06.22,1007,BNP_H_CG,MVP_H_CG,ap.st[ha],W,,,
CG,30.06.22,1011,PGM_H_CG,PVP_H_CG,fa[ha],W,,,
CG,30.06.22,1014,PBV_H_CG,PMN_H_CG,,,,,
CG,30.06.22,1014,PBV_H_CG,MVP_H_CG,,,,,
CG,30.06.22,1019,PVBNsm_H_CG,GPN_H_CG,ap.bt[rt],W,,,
CG,30.06.22,1019,PVP_H_CG,GPN_H_CG,ap[ha],W,,,
CG,30.06.22,1019,5,PVP_H_CG,ap.bt[ha],W,,,
CG,30.06.22,1022,PVP_H_CG,GNB_V_BG,ap[rt],W,,,
CG,30.06.22,1023,PBV_H_CG,PGM_H_CG,ap.bg[ha],W,,,
CG,30.06.22,1024,PVP_H_CG,OG_V_BG,ap[rt],W,,,
CG,30.06.22,1027,NVP_H_CG,GPG_H_CG,ap[rt],W,,,
CG,30.06.22,1027,PBV_H_CG,NVP_H_CG,ap.bt[ha],W,,,
CG,30.06.22,1027,PVP_H_CG,PVN_H_CG,ap.bg[rt],W,,,
CG,30.06.22,1027,PVP_H_CG,NVP_H_CG,ap[rt],W,,,
CG,30.06.22,1028,GPN_H_CG,PMN_H_CG,st.bg[rt],,,,
CG,30.06.22,1028,GPN_H_CG,MPN_H_CG,,,,,
CG,30.06.22,1028,PBV_H_CG,VNP_H_CG,,,,,
CG,30.06.22,1029,PGP_H_CG,GPN_H_CG,,,,,
CG,30.06.22,1030,MPN_H_CG,GPN_H_CG,ap.bt[bt.rt],W,,,
CG,30.06.22,1030,PGM_H_CG,PVP_H_CG,bi,,,,
CG,09.07.22,734,GPB_H_CG,GBw_H_CG,,,,,
CG,09.07.22,734,35,BNG_V_BG,,,,,
CG,09.07.22,735,PNB_H_CG,NVP_H_CG,ap.dis[rt],W,,,
CG,09.07.22,735,BPN_H_CG,PNB_H_CG,,,,,
CG,09.07.22,735,35,PNB_H_CG,ap.st[rt],W,,,
CG,09.07.22,736,GVP_H_CG,GBw_H_CG,fa[fo],W,,,
CG,09.07.22,736,GVP_H_CG,BNw_H_CG,ht.bg[ha],W,,,
CG,09.07.22,737,PGM_H_CG,GPB_H_CG,,,,,
CG,09.07.22,737,GVP_H_CG,BNw_H_CG,,,,,
CG,09.07.22,737,GVP_H_CG,PNP_H_CG,ht.ws[ha],W,,,
CG,09.07.22,739,GBP_H_CG,BPG_H_CG,,,,,
CG,09.07.22,740,PBG_H_CG,VPV_H_CG,,,,,
CG,09.07.22,744,PVG_H_CG,PVBsm_H_CG,,,,,
CG,09.07.22,744,35,GBw_H_CG,,,,,
CG,09.07.22,744,35,NVP_H_CG,,,,,
